date,swb_worry
2008m1,-.2955111
2008m2,-.3805693
2008m3,-.3226683
2008m4,-.1695009
2008m5,-.0267116
2008m6,-.0576115
2008m7,-.0025082
2008m8,.2995132
2008m9,.9505221
2008m10,1.539818
2008m11,1.966628
2008m12,2.162656
2009m1,2.340527
2009m2,2.254286
2009m3,1.96755
2009m4,1.68785
2009m5,1.532787
2009m6,1.460653
2009m7,1.466552
2009m8,1.450325
2009m9,1.644501
2009m10,1.974712
2009m11,1.955356
2009m12,1.656532
2010m1,1.182455
2010m2,.8668123
2010m3,.7498008
2010m4,.955487
2010m5,1.155746
2010m6,1.436803
2010m7,1.718464
2010m8,1.779431
2010m9,1.822317
2010m10,1.918027
2010m11,1.920753
2010m12,1.430011
2011m1,.814606
2011m2,.4152777
2011m3,.3116412
2011m4,.3491414
2011m5,.5477503
2011m6,.7928193
2011m7,1.108267
2011m8,1.340645
2011m9,1.426864
2011m10,1.437773
2011m11,1.197262
2011m12,.8764919
2012m1,.5332393
2012m2,.2452241
2012m3,-.0172775
2012m4,-.010692
2012m5,.0919031
2012m6,.2310675
2012m7,.5174549
2012m8,.8502537
2012m9,1.091141
2012m10,1.251787
2012m11,1.158414
2012m12,.849359
2013m1,.4881286
2013m2,.1069367
2013m3,-.1579495
2013m4,-.4151773
2013m5,-.4489407
2013m6,-.3820412
2013m7,-.193556
2013m8,.0192928
2013m9,.2331996
2013m10,.3858327
2013m11,.2956988
2013m12,.1822219
2014m1,-.0493991
2014m2,-.3569107
2014m3,-.5770063
2014m4,-.6672879
2014m5,-.6411924
2014m6,-.5088027
2014m7,-.3447516
2014m8,-.3024207
2014m9,-.2776974
2014m10,-.2940596
2014m11,-.4383132
2014m12,-.6157346
2015m1,-.8842345
2015m2,-1.083124
2015m3,-1.209918
2015m4,-1.205682
2015m5,-1.052101
2015m6,-.7986432
2015m7,-.5336145
2015m8,-.3966749
2015m9,-.3184348
2015m10,-.2912586
2015m11,-.4078773
2015m12,-.5831364
2016m1,-.8340923
2016m2,-.9803029
2016m3,-.8419819
2016m4,-.4594935
