date,swb_worry
2008m1,-.4959409
2008m2,-.3569782
2008m3,-.3129939
2008m4,-.443211
2008m5,-.3868397
2008m6,-.2864631
2008m7,-.095599
2008m8,.3327307
2008m9,.8739322
2008m10,1.498742
2008m11,1.928514
2008m12,2.037195
2009m1,2.113181
2009m2,2.104221
2009m3,1.747854
2009m4,1.059379
2009m5,.5885684
2009m6,.7622405
2009m7,1.030403
2009m8,1.351688
2009m9,1.617279
2009m10,2.070858
2009m11,2.386755
2009m12,2.182729
2010m1,1.900169
2010m2,1.629125
2010m3,1.627539
2010m4,1.647497
2010m5,1.788317
2010m6,2.084723
2010m7,2.030462
2010m8,1.773775
2010m9,1.527415
2010m10,1.270069
2010m11,1.231652
2010m12,1.303274
2011m1,1.174209
2011m2,.8847338
2011m3,.551027
2011m4,.3125641
2011m5,.3185126
2011m6,.6035866
2011m7,.9059293
2011m8,1.156195
2011m9,1.323172
2011m10,1.471553
2011m11,1.316808
2011m12,.956726
2012m1,.6220538
2012m2,.2994337
2012m3,-.0736055
2012m4,-.2127323
2012m5,-.0001293
2012m6,.21059
2012m7,.3550499
2012m8,.5139393
2012m9,.7442713
2012m10,1.039651
2012m11,1.03997
2012m12,.7982525
2013m1,.449738
2013m2,.1296358
2013m3,-.0812065
2013m4,-.2650681
2013m5,-.2979012
2013m6,-.2527212
2013m7,-.221585
2013m8,-.1790067
2013m9,-.1193772
2013m10,.1140099
2013m11,.2410956
2013m12,.1432038
2014m1,-.222044
2014m2,-.6526058
2014m3,-.8786315
2014m4,-.9017659
2014m5,-.7364401
2014m6,-.5178771
2014m7,-.2885193
2014m8,-.1427227
2014m9,-.1427613
2014m10,-.1119654
2014m11,-.0692651
2014m12,-.2066378
2015m1,-.4299692
2015m2,-.6400696
2015m3,-.8342164
2015m4,-1.037863
2015m5,-1.092871
2015m6,-.8237186
2015m7,-.4109826
2015m8,-.0655741
2015m9,-.0167761
2015m10,-.2057141
2015m11,-.449652
2015m12,-.5399244
2016m1,-.6184167
2016m2,-.5777552
2016m3,-.460174
2016m4,-.4107773
