date,cat_housing
2011m1,.5512338
2011m2,.1739255
2011m3,-.1573504
2011m4,-.3244632
2011m5,-.2002843
2011m6,.1561796
2011m7,.7505334
2011m8,1.489456
2011m9,1.605777
2011m10,1.300848
2011m11,.810448
2011m12,.6441759
2012m1,.9890604
2012m2,1.23581
2012m3,1.216032
2012m4,1.234065
2012m5,1.470555
2012m6,1.77613
2012m7,1.81246
2012m8,1.516105
2012m9,1.143122
2012m10,.5611289
2012m11,-.127679
2012m12,-.434688
2013m1,-.1891556
2013m2,.1202468
2013m3,.3326615
2013m4,.4114564
2013m5,.3667807
2013m6,.2955053
2013m7,.1485044
2013m8,-.1787218
2013m9,-.5395437
2013m10,-.8733124
2013m11,-1.211408
2013m12,-1.278649
2014m1,-1.033065
2014m2,-.8625538
2014m3,-.8335269
2014m4,-.8931834
2014m5,-.9255558
2014m6,-.9095396
2014m7,-.9230099
2014m8,-.9929483
2014m9,-1.065738
2014m10,-1.096369
2014m11,-1.161933
2014m12,-.8222389
2015m1,-.0958839
2015m2,.2046812
2015m3,.1797411
2015m4,.0347983
2015m5,-.1284073
2015m6,-.2417311
2015m7,-.3785546
2015m8,-.5178059
2015m9,-.7832572
2015m10,-1.083158
2015m11,-1.290102
2015m12,-1.17434
2016m1,-.731512
2016m2,-.1919945
2016m3,.2836493
2016m4,.8365926
