date,cat_social_progress
2011m1,-.6138033
2011m2,-.4471407
2011m3,-.3958319
2011m4,-.5376166
2011m5,-.9289751
2011m6,-1.356906
2011m7,-1.477171
2011m8,-1.147401
2011m9,-.6151888
2011m10,-.3137557
2011m11,-.2822974
2011m12,-.3223112
2012m1,-.2195936
2012m2,-.0877562
2012m3,-.1617812
2012m4,-.3197433
2012m5,-.8164994
2012m6,-1.357467
2012m7,-1.390845
2012m8,-.864668
2012m9,-.2563139
2012m10,-.0345367
2012m11,-.1108112
2012m12,-.2428291
2013m1,-.2063485
2013m2,-.1048221
2013m3,-.1683644
2013m4,-.3724335
2013m5,-.819509
2013m6,-1.195142
2013m7,-1.134807
2013m8,-.5516903
2013m9,.0410508
2013m10,.1888035
2013m11,-.0296051
2013m12,-.2767934
2014m1,-.186672
2014m2,.1702731
2014m3,.3563109
2014m4,.3040981
2014m5,-.0679171
2014m6,-.5810721
2014m7,-.6290933
2014m8,-.0256529
2014m9,.721938
2014m10,.9717992
2014m11,.9699901
2014m12,.9551886
2015m1,1.04723
2015m2,1.197742
2015m3,1.239737
2015m4,1.00977
2015m5,.4218093
2015m6,-.1752269
2015m7,-.1724472
2015m8,.6197767
2015m9,1.448304
2015m10,1.652296
2015m11,1.453354
2015m12,1.293066
2016m1,1.398205
2016m2,1.525169
2016m3,1.303455
2016m4,.7094746
