date,cat_summer_leisure
2011m1,-.8308628
2011m2,-.4658878
2011m3,-.026482
2011m4,.5463247
2011m5,1.105743
2011m6,1.549446
2011m7,1.528093
2011m8,.9249847
2011m9,.1077546
2011m10,-.5884398
2011m11,-1.013375
2011m12,-1.108995
2012m1,-.9269126
2012m2,-.5335557
2012m3,.0385691
2012m4,.6599646
2012m5,1.122229
2012m6,1.392484
2012m7,1.317064
2012m8,.7625617
2012m9,-.0217109
2012m10,-.7335939
2012m11,-1.115239
2012m12,-1.168237
2013m1,-1.004351
2013m2,-.6968997
2013m3,-.2073538
2013m4,.3835346
2013m5,.9038033
2013m6,1.198012
2013m7,1.069902
2013m8,.5504869
2013m9,-.1706367
2013m10,-.7584023
2013m11,-1.136112
2013m12,-1.224639
2014m1,-1.05834
2014m2,-.7456836
2014m3,-.2835299
2014m4,.3243694
2014m5,.9457104
2014m6,1.408966
2014m7,1.322486
2014m8,.7309998
2014m9,-.1102735
2014m10,-.8184569
2014m11,-1.203821
2014m12,-1.241956
2015m1,-1.028192
2015m2,-.6951598
2015m3,-.1455925
2015m4,.5361797
2015m5,1.117692
2015m6,1.463912
2015m7,1.362047
2015m8,.8291414
2015m9,.0521584
2015m10,-.6346939
2015m11,-1.052323
2015m12,-1.151018
2016m1,-.9706868
2016m2,-.6533048
2016m3,-.1689331
2016m4,.4390327
