date,cat_financial_security
2008m1,.9931132
2008m2,.3752293
2008m3,.1296134
2008m4,.0670863
2008m5,.0019729
2008m6,.0559532
2008m7,.0207462
2008m8,-.2248812
2008m9,-.1379231
2008m10,-.0485201
2008m11,-.405349
2008m12,-.4428721
2009m1,-.161469
2009m2,-.0669764
2009m3,.0646928
2009m4,.1353913
2009m5,.1412287
2009m6,.1653578
2009m7,.1806919
2009m8,-.0472614
2009m9,-.2873922
2009m10,-.2945311
2009m11,-.2615338
2009m12,.0026057
2010m1,.6285108
2010m2,1.108717
2010m3,1.42924
2010m4,1.644915
2010m5,1.859855
2010m6,2.079708
2010m7,1.950917
2010m8,1.494599
2010m9,.6924576
2010m10,.167982
2010m11,.1150866
2010m12,.3133827
2011m1,.5857649
2011m2,.4287691
2011m3,.2371532
2011m4,.0402942
2011m5,.0207259
2011m6,.4521064
2011m7,.8633771
2011m8,.6804249
2011m9,-.08449
2011m10,-.77219
2011m11,-1.168387
2011m12,-1.128709
2012m1,-.8055757
2012m2,-.6588436
2012m3,-.6328374
2012m4,-.6222107
2012m5,-.7773504
2012m6,-.9844562
2012m7,-1.337998
2012m8,-1.60799
2012m9,-1.713941
2012m10,-1.679778
2012m11,-1.748382
2012m12,-1.623809
2013m1,-1.154475
2013m2,-.9719352
2013m3,-.876219
2013m4,-.7490922
2013m5,-.6969882
2013m6,-.6374724
2013m7,-.6441603
2013m8,-.790911
2013m9,-.8184772
2013m10,-.6605303
2013m11,-.6283597
2013m12,-.496016
2014m1,-.2482106
2014m2,-.2757842
2014m3,-.5530858
2014m4,-.6497162
2014m5,-.6266111
2014m6,-.3434014
2014m7,-.0566242
2014m8,-.044662
2014m9,-.2161431
2014m10,-.3428168
2014m11,-.3817212
2014m12,-.0364526
2015m1,.4739271
2015m2,.5826014
2015m3,.5512503
2015m4,.4926199
2015m5,.6628239
2015m6,1.220305
2015m7,1.529004
2015m8,1.277911
2015m9,.7969102
2015m10,.4398388
2015m11,.2660123
2015m12,.3852809
2016m1,.7522296
2016m2,.9642691
2016m3,1.301373
2016m4,1.801497
