date,cat_housing
2011m1,.479884
2011m2,.2129354
2011m3,-.0113029
2011m4,-.1999807
2011m5,-.1133254
2011m6,.2260813
2011m7,.9211014
2011m8,1.892899
2011m9,2.140488
2011m10,1.808985
2011m11,1.210215
2011m12,1.030863
2012m1,1.359642
2012m2,1.531129
2012m3,1.412986
2012m4,1.176526
2012m5,1.142917
2012m6,1.254152
2012m7,1.216444
2012m8,.9285505
2012m9,.6023487
2012m10,.2204187
2012m11,-.1083088
2012m12,-.1158932
2013m1,.1290672
2013m2,.1811301
2013m3,.2199748
2013m4,.2310467
2013m5,.2865391
2013m6,.3295523
2013m7,.1186985
2013m8,-.3200433
2013m9,-.7422748
2013m10,-1.083799
2013m11,-1.339957
2013m12,-1.398412
2014m1,-1.191698
2014m2,-1.008254
2014m3,-.8340273
2014m4,-.736466
2014m5,-.6837337
2014m6,-.6898765
2014m7,-.7958825
2014m8,-.9832038
2014m9,-1.154763
2014m10,-1.197835
2014m11,-1.230513
2014m12,-1.002259
2015m1,-.5502344
2015m2,-.3251368
2015m3,-.1188238
2015m4,-.0836901
2015m5,-.1652944
2015m6,-.1553536
2015m7,-.1492045
2015m8,-.2599204
2015m9,-.5639707
2015m10,-.8784902
2015m11,-1.075801
2015m12,-.9703745
2016m1,-.5591085
2016m2,-.1189578
2016m3,.1915065
2016m4,.4600902
