date,swb_worry
2011m1,-.288593
2011m2,-.5585082
2011m3,-.7774724
2011m4,-.6962029
2011m5,-.6336595
2011m6,-.4346146
2011m7,-.0407167
2011m8,.5544183
2011m9,.8331618
2011m10,.7168653
2011m11,.3673219
2011m12,.0638464
2012m1,-.110028
2012m2,-.39474
2012m3,-.5552819
2012m4,-.6832495
2012m5,-.8185305
2012m6,-.8318593
2012m7,-.6187681
2012m8,-.1544794
2012m9,.3427333
2012m10,.6113666
2012m11,.4233303
2012m12,.159723
2013m1,-.3099392
2013m2,-1.044744
2013m3,-1.478906
2013m4,-1.45146
2013m5,-1.448144
2013m6,-1.524252
2013m7,-1.455706
2013m8,-1.204839
2013m9,-.9374611
2013m10,-.9437461
2013m11,-1.303927
2013m12,-1.554476
2014m1,-1.537676
2014m2,-1.72904
2014m3,-2.022326
2014m4,-2.149611
2014m5,-2.149781
2014m6,-2.046222
2014m7,-1.924822
2014m8,-1.797633
2014m9,-1.737618
2014m10,-1.740727
2014m11,-1.816658
2014m12,-1.935691
2015m1,-2.046036
2015m2,-2.189645
2015m3,-2.342292
2015m4,-2.378774
2015m5,-2.3898
2015m6,-2.240054
2015m7,-1.749107
2015m8,-.9702687
2015m9,-.53222
2015m10,-.9854087
2015m11,-1.556651
2015m12,-1.625347
2016m1,-1.30867
2016m2,-.9521719
2016m3,-1.056123
2016m4,-1.378848
