date,cat_family_stress
2011m1,.7055355
2011m2,-.1086515
2011m3,-.486693
2011m4,-.5094106
2011m5,-.3300234
2011m6,-.0334543
2011m7,.3399479
2011m8,.4964454
2011m9,.1487237
2011m10,-.3286242
2011m11,-.7592789
2011m12,-.8130202
2012m1,-.1819887
2012m2,.1220663
2012m3,.0503901
2012m4,.0164927
2012m5,.2405398
2012m6,.5964183
2012m7,.7952206
2012m8,.7455266
2012m9,.1402684
2012m10,-.6308692
2012m11,-1.349887
2012m12,-1.545765
2013m1,-.8457775
2013m2,-.5866048
2013m3,-.5329994
2013m4,-.3816021
2013m5,-.3367724
2013m6,-.1986447
2013m7,.0232033
2013m8,.160182
2013m9,.0417093
2013m10,-.355751
2013m11,-.8921493
2013m12,-.9284745
2014m1,-.3451647
2014m2,-.0113624
2014m3,-.1763201
2014m4,-.275623
2014m5,-.1474569
2014m6,.4337426
2014m7,1.130593
2014m8,1.257614
2014m9,.9184181
2014m10,.2263862
2014m11,-.2835976
2014m12,-.0260344
2015m1,.6975116
2015m2,1.090762
2015m3,1.110217
2015m4,.7564839
2015m5,.5558097
2015m6,.6756119
2015m7,.9345501
2015m8,.8814733
2015m9,.2900535
2015m10,-.4192946
2015m11,-.939128
2015m12,-1.017115
2016m1,-.5486054
2016m2,-.3141943
2016m3,.0810487
2016m4,.977393
