date,cat_personal_security
2008m1,-.7967671
2008m2,-.6834294
2008m3,-.8291391
2008m4,-.8244599
2008m5,-.9539753
2008m6,-1.270177
2008m7,-1.586165
2008m8,-1.713212
2008m9,-1.505922
2008m10,-1.062858
2008m11,-.7767399
2008m12,-.6669868
2009m1,-.5964589
2009m2,-.3082772
2009m3,-.0825884
2009m4,-.1923337
2009m5,-.6085186
2009m6,-.9486829
2009m7,-1.288089
2009m8,-1.363169
2009m9,-.8379679
2009m10,.0039146
2009m11,.4661185
2009m12,.4954672
2010m1,.5906726
2010m2,.8823945
2010m3,1.184659
2010m4,1.257486
2010m5,.8280841
2010m6,.2842364
2010m7,.0077164
2010m8,-.0857437
2010m9,.0517499
2010m10,.3170394
2010m11,.5357373
2010m12,.5810969
2011m1,.5501413
2011m2,.518276
2011m3,.454643
2011m4,.3306064
2011m5,.1455141
2011m6,-.1704566
2011m7,-.3743401
2011m8,-.3101971
2011m9,-.0984346
2011m10,.0654787
2011m11,.1578173
2011m12,.0527168
2012m1,-.1552433
2012m2,-.172679
2012m3,-.1032099
2012m4,-.1038983
2012m5,-.1661155
2012m6,.1191835
2012m7,.4948237
2012m8,.2308725
2012m9,.0694359
2012m10,.3427566
2012m11,1.127023
2012m12,2.187387
2013m1,2.284537
2013m2,1.748091
2013m3,1.14763
2013m4,.740748
2013m5,.0178255
2013m6,-.5650714
2013m7,-.8809798
2013m8,-.8148142
2013m9,-.4503094
2013m10,-.205296
2013m11,-.1274616
2013m12,-.2770311
2014m1,-.4478714
2014m2,-.4802194
2014m3,-.476058
2014m4,-.5221288
2014m5,-.5674267
2014m6,-.494763
2014m7,-.319539
2014m8,-.2129251
2014m9,-.1121866
2014m10,.0593776
2014m11,.0732756
2014m12,-.0183981
2015m1,-.0632583
2015m2,-.1906304
2015m3,-.3620929
2015m4,-.376126
2015m5,-.4847472
2015m6,-.4737512
2015m7,-.2717293
2015m8,-.1392675
2015m9,.4091156
2015m10,1.364851
2015m11,2.293011
2015m12,2.196428
2016m1,1.438157
2016m2,.7577055
2016m3,.5356424
2016m4,.5708736
