date,swb_enjoyment
2011m1,-1.026289
2011m2,-.5647157
2011m3,-.0588112
2011m4,.4084691
2011m5,.4525898
2011m6,.0729759
2011m7,-.4874701
2011m8,-.7632823
2011m9,-.4131396
2011m10,.2109383
2011m11,.8215349
2011m12,.9863483
2012m1,.4446736
2012m2,-.0040595
2012m3,.0022987
2012m4,.2384654
2012m5,.4418791
2012m6,.7243595
2012m7,.7723061
2012m8,.5044065
2012m9,.1757317
2012m10,-.0835728
2012m11,.1401817
2012m12,.4853513
2013m1,.4309689
2013m2,.5340781
2013m3,.6631031
2013m4,.7579401
2013m5,.9901246
2013m6,1.127193
2013m7,1.106678
2013m8,.6723016
2013m9,.5273614
2013m10,.2534808
2013m11,.4039584
2013m12,.1999986
2014m1,-.6552094
2014m2,-.8184974
2014m3,-.3092241
2014m4,.3129055
2014m5,.755322
2014m6,.8978461
2014m7,.8558071
2014m8,.7012975
2014m9,.6913792
2014m10,.660908
2014m11,.8728156
2014m12,.7057715
2015m1,.1464754
2015m2,.0931546
2015m3,.61508
2015m4,1.345403
2015m5,1.808935
2015m6,1.719894
2015m7,1.276801
2015m8,.9086825
2015m9,.6461827
2015m10,.7895428
2015m11,1.366833
2015m12,1.48414
2016m1,.8322065
2016m2,-.0514496
2016m3,-.6679295
2016m4,-1.207716
