region,date,juifs
Franche-Comte,2013m1,-.68224925
Franche-Comte,2013m2,-.87058663
Franche-Comte,2013m3,.77190506
Franche-Comte,2013m4,1.0615388
Franche-Comte,2013m5,.69173187
Franche-Comte,2013m6,1.0332875
Franche-Comte,2013m7,1.0928469
Franche-Comte,2013m8,.2701439
Franche-Comte,2013m9,.38250449
Franche-Comte,2013m10,-.11010199
Franche-Comte,2013m11,-.10929787
Franche-Comte,2013m12,-.68784988
Franche-Comte,2014m1,-.79980665
Franche-Comte,2014m2,.026241437
Franche-Comte,2014m3,.57591766
Franche-Comte,2014m4,.16431743
Franche-Comte,2014m5,-.84609908
Franche-Comte,2014m6,-.16358767
Franche-Comte,2014m7,-1.0376958
Franche-Comte,2014m8,.39974013
Franche-Comte,2014m9,1.4189084
Franche-Comte,2014m10,1.7976791
Franche-Comte,2014m11,-.51776963
Franche-Comte,2014m12,-.076517582
Franche-Comte,2015m1,-2.4832006
Franche-Comte,2015m2,-.82040679
Franche-Comte,2015m3,-.012777028
Franche-Comte,2015m4,-.17954126
Franche-Comte,2015m5,.20610949
Franche-Comte,2015m6,-.21914488
Franche-Comte,2015m7,.20445324
Franche-Comte,2015m8,-1.3788705
Franche-Comte,2015m9,.73347729
Franche-Comte,2015m10,.41731676
Franche-Comte,2015m11,-.42454556
Franche-Comte,2015m12,.60021865
Franche-Comte,2016m1,-.37659314
Franche-Comte,2016m2,.68490708
Franche-Comte,2016m3,1.1976089
Franche-Comte,2016m4,.21903419
Franche-Comte,2016m5,-.59044909
Franche-Comte,2016m6,-.86242408
Franche-Comte,2016m7,-.24279714
Franche-Comte,2016m8,.43444303
Franche-Comte,2016m9,.56275403
Franche-Comte,2016m10,.77596956
Franche-Comte,2016m11,-.343972
Franche-Comte,2016m12,-.67979407
Franche-Comte,2017m1,-.40077528
Franche-Comte,2017m2,-.75124222
Franche-Comte,2017m3,-.12575307
