date,cat_education
2008m1,.9739761
2008m2,.8941426
2008m3,.7578167
2008m4,.4779963
2008m5,-.0608872
2008m6,-.418855
2008m7,-.2514187
2008m8,.4137578
2008m9,1.018946
2008m10,1.006853
2008m11,.7263105
2008m12,.4986537
2009m1,.6047436
2009m2,.8314565
2009m3,.8161017
2009m4,.5730821
2009m5,.1367836
2009m6,-.2165806
2009m7,-.077258
2009m8,.5871437
2009m9,1.304272
2009m10,1.657315
2009m11,1.603092
2009m12,1.354516
2010m1,1.456444
2010m2,1.689087
2010m3,1.810882
2010m4,1.535742
2010m5,.9383349
2010m6,.4895165
2010m7,.5909314
2010m8,1.209694
2010m9,1.68484
2010m10,1.596068
2010m11,1.266418
2010m12,.8188728
2011m1,.6666858
2011m2,.6871464
2011m3,.5582748
2011m4,.2126585
2011m5,-.1985435
2011m6,-.4224595
2011m7,-.2495149
2011m8,.2702696
2011m9,.5993063
2011m10,.4720294
2011m11,.0108391
2011m12,-.4019259
2012m1,-.2862353
2012m2,-.0123407
2012m3,.0728867
2012m4,-.1770208
2012m5,-.7193236
2012m6,-1.047532
2012m7,-.8436064
2012m8,-.2646308
2012m9,.0356536
2012m10,-.1030174
2012m11,-.3593933
2012m12,-.4157744
2013m1,-.1733752
2013m2,-.01486
2013m3,-.1099961
2013m4,-.385797
2013m5,-.8598931
2013m6,-1.193408
2013m7,-1.124226
2013m8,-.8111554
2013m9,-.6558231
2013m10,-.6762875
2013m11,-.8018429
2013m12,-.9237195
2014m1,-.7729563
2014m2,-.5376862
2014m3,-.525569
2014m4,-.7454612
2014m5,-1.10887
2014m6,-1.348024
2014m7,-1.273443
2014m8,-.9478779
2014m9,-.7013354
2014m10,-.7716168
2014m11,-.9813747
2014m12,-1.144777
2015m1,-1.109851
2015m2,-1.05303
2015m3,-1.056473
2015m4,-1.197322
2015m5,-1.447278
2015m6,-1.509488
2015m7,-1.100486
2015m8,-.3080726
2015m9,.2560492
2015m10,.2333585
2015m11,-.0738025
2015m12,-.3751768
2016m1,-.3683814
2016m2,-.2339803
2016m3,-.2043362
2016m4,-.2455758
