healthy_habits_f
1.00835
-.3143648
.1513326
-.1442568
-.5878439
.7322475
-.1342691
-.7046938
-2.182733
-1.468106
-1.202897
-1.115094
1.689163
-.0494385
1.321378
.0347408
.2902301
.3638625
.9501123
-.6332554
-.1539564
-1.669008
-1.68871
-1.17255
1.549846
.3839004
.6950932
1.339775
.3425368
.9407884
.9119748
.1278111
-.7788957
-.7726607
-1.276082
-.08932
1.437541
.6515513
.7557599
.7627028
-.3500692
.48983
1.350525
-1.515035
-1.762041
-1.343866
-1.00896
-.8218095
1.350734
-.1983214
.6040988
-.1278094
.0046204
.7356982
1.649771
.9176356
-.277562
