date,cat_layoffs
2008m1,-1.301663
2008m2,-1.475228
2008m3,-1.532326
2008m4,-1.544717
2008m5,-1.486723
2008m6,-1.375774
2008m7,-1.249224
2008m8,-.9579838
2008m9,-.2804338
2008m10,.6659139
2008m11,1.674055
2008m12,2.695634
2009m1,3.579839
2009m2,3.673105
2009m3,3.027312
2009m4,2.141554
2009m5,1.44068
2009m6,1.043479
2009m7,.7975124
2009m8,.5922089
2009m9,.6375477
2009m10,.6746833
2009m11,.4863834
2009m12,.1233727
2010m1,.0650735
2010m2,.1957708
2010m3,.3247845
2010m4,.1539716
2010m5,-.0893065
2010m6,-.2119075
2010m7,-.4466919
2010m8,-.9353485
2010m9,-1.228733
2010m10,-1.253938
2010m11,-1.052474
2010m12,-.625259
2011m1,-.1143028
2011m2,.089445
2011m3,.0942787
2011m4,.0546531
2011m5,.0835391
2011m6,.1560822
2011m7,.2517022
2011m8,.2713374
2011m9,.133251
2011m10,-.0220015
2011m11,-.1930979
2011m12,-.2291611
2012m1,-.1040283
2012m2,-.025491
2012m3,-.0313805
2012m4,-.010384
2012m5,.0421756
2012m6,.0197896
2012m7,.043469
2012m8,.2216701
2012m9,.4770228
2012m10,.6161768
2012m11,.4827058
2012m12,.2428928
2013m1,.1853762
2013m2,.1047811
2013m3,.1237624
2013m4,.1018789
2013m5,-.0036773
2013m6,-.1682494
2013m7,-.3529508
2013m8,-.4178517
2013m9,-.3863684
2013m10,-.2277453
2013m11,-.1623968
2013m12,.0850818
2014m1,.5040578
2014m2,.5278431
2014m3,.3669226
2014m4,.1730554
2014m5,-.0410474
2014m6,-.2673531
2014m7,-.4639928
2014m8,-.586676
2014m9,-.5752124
2014m10,-.518928
2014m11,-.5637218
2014m12,-.5223252
2015m1,-.3346227
2015m2,-.2886649
2015m3,-.3795549
2015m4,-.5366955
2015m5,-.6665816
2015m6,-.7033189
2015m7,-.6696141
2015m8,-.7188394
2015m9,-.6402107
2015m10,-.5949799
2015m11,-.6251293
2015m12,-.528393
2016m1,-.2423173
2016m2,.0461546
2016m3,.1831196
2016m4,.2898921
