date,cat_family_stress
2011m1,.4132092
2011m2,-.1652213
2011m3,-.4488322
2011m4,-.1823075
2011m5,.4601483
2011m6,1.128867
2011m7,1.483872
2011m8,1.175091
2011m9,.4600356
2011m10,-.1691997
2011m11,-.6581803
2011m12,-.7688823
2012m1,-.3098996
2012m2,-.1779197
2012m3,-.0170486
2012m4,.305014
2012m5,.7790086
2012m6,1.331093
2012m7,1.562158
2012m8,1.274767
2012m9,.5448064
2012m10,-.2078965
2012m11,-.8227396
2012m12,-1.038852
2013m1,-.6419842
2013m2,-.5224364
2013m3,-.4196041
2013m4,-.0544557
2013m5,.3667197
2013m6,.7794362
2013m7,.9664193
2013m8,.599864
2013m9,-.118147
2013m10,-.8260434
2013m11,-1.317389
2013m12,-1.371472
2014m1,-.8937925
2014m2,-.431841
2014m3,.054327
2014m4,.3892595
2014m5,.7102943
2014m6,1.127213
2014m7,1.202945
2014m8,.7076188
2014m9,.3284775
2014m10,.0497762
2014m11,-.58948
2014m12,-.9436648
2015m1,-.736199
2015m2,-.5084721
2015m3,-.2326603
2015m4,.0780014
2015m5,.3519222
2015m6,.7297479
2015m7,.6834095
2015m8,.1591029
2015m9,-.568811
2015m10,-1.053988
2015m11,-1.183397
2015m12,-1.002317
2016m1,-.5110838
2016m2,-.4093741
2016m3,-.4389257
2016m4,-.460088
