region,date,mal_etre
Limousin,2013m1,-.34920782
Limousin,2013m2,-.34443158
Limousin,2013m3,-.087347366
Limousin,2013m4,-.17566657
Limousin,2013m5,-.36612937
Limousin,2013m6,-.48061642
Limousin,2013m7,-.57710284
Limousin,2013m8,-.47407091
Limousin,2013m9,-.24265313
Limousin,2013m10,-.49378604
Limousin,2013m11,-.81915903
Limousin,2013m12,-.64859027
Limousin,2014m1,-.20084712
Limousin,2014m2,-.13886806
Limousin,2014m3,-.24867257
Limousin,2014m4,-.27142054
Limousin,2014m5,-.14308912
Limousin,2014m6,-.27403989
Limousin,2014m7,-.49293506
Limousin,2014m8,-.42412046
Limousin,2014m9,-.15318467
Limousin,2014m10,.31855163
Limousin,2014m11,-.20336907
Limousin,2014m12,-.60208273
Limousin,2015m1,.13669048
Limousin,2015m2,.1953415
Limousin,2015m3,.15105975
Limousin,2015m4,-.15153541
Limousin,2015m5,.086781874
Limousin,2015m6,-.27364206
Limousin,2015m7,-.27811444
Limousin,2015m8,.10034212
Limousin,2015m9,.37234986
Limousin,2015m10,.36146367
Limousin,2015m11,.60187429
Limousin,2015m12,-.34345186
Limousin,2016m1,.51429933
Limousin,2016m2,.31164035
Limousin,2016m3,.81651187
Limousin,2016m4,.34427702
Limousin,2016m5,.3804023
Limousin,2016m6,-.13850166
Limousin,2016m7,-.14766653
Limousin,2016m8,.4137342
Limousin,2016m9,.59759295
Limousin,2016m10,.40357941
Limousin,2016m11,.71990615
Limousin,2016m12,.5363633
Limousin,2017m1,.8755753
Limousin,2017m2,.85328305
Limousin,2017m3,.55234098
