date,cat_family
2008m1,-1.896376
2008m2,-1.900204
2008m3,-1.896446
2008m4,-2.026016
2008m5,-2.233851
2008m6,-2.373508
2008m7,-2.165806
2008m8,-1.579266
2008m9,-.8602675
2008m10,-.5009823
2008m11,-.549473
2008m12,-.6930805
2009m1,-.8864978
2009m2,-1.008443
2009m3,-1.181678
2009m4,-1.236719
2009m5,-1.294817
2009m6,-1.241667
2009m7,-1.105678
2009m8,-.6151121
2009m9,.3391484
2009m10,1.235974
2009m11,1.586534
2009m12,1.477481
2010m1,1.248474
2010m2,1.038304
2010m3,.7923303
2010m4,.5995005
2010m5,.3963667
2010m6,.2235957
2010m7,.2245601
2010m8,.6130893
2010m9,1.150174
2010m10,1.385855
2010m11,1.226956
2010m12,.7647363
2011m1,.314005
2011m2,-.0106122
2011m3,-.2119111
2011m4,-.4092793
2011m5,-.6004152
2011m6,-.6944129
2011m7,-.6009843
2011m8,-.098896
2011m9,.6295988
2011m10,1.216677
2011m11,1.306325
2011m12,1.100668
2012m1,.7592934
2012m2,.3858441
2012m3,.147717
2012m4,-.1509841
2012m5,-.4664287
2012m6,-.6947003
2012m7,-.5597252
2012m8,.0123825
2012m9,.7036011
2012m10,1.103346
2012m11,1.038267
2012m12,.8875633
2013m1,.6630461
2013m2,.4388473
2013m3,.1914978
2013m4,-.153122
2013m5,-.481769
2013m6,-.6029823
2013m7,-.4282727
2013m8,-.0533823
2013m9,.5066057
2013m10,.9036849
2013m11,.8127901
2013m12,.4192698
2014m1,.036766
2014m2,-.0839122
2014m3,-.0855147
2014m4,-.1516197
2014m5,-.3661229
2014m6,-.5215138
2014m7,-.4786528
2014m8,-.1352207
2014m9,.345687
2014m10,.7538557
2014m11,.8653823
2014m12,.6566
2015m1,.4234914
2015m2,.2627394
2015m3,.0729945
2015m4,-.1991818
2015m5,-.493951
2015m6,-.6196591
2015m7,-.3498214
2015m8,.2133965
2015m9,.8346835
2015m10,1.082548
2015m11,.9952443
2015m12,.8770847
2016m1,.6509003
2016m2,.4388175
2016m3,.3018295
2016m4,.2928074
