date,swb_security
2008m1,-.0384074
2008m2,.3130128
2008m3,.4031655
2008m4,.3058974
2008m5,.3621053
2008m6,.6357238
2008m7,.7296018
2008m8,.4472449
2008m9,-.3003913
2008m10,-1.003209
2008m11,-1.102171
2008m12,-.6690234
2009m1,-.1835372
2009m2,.2707379
2009m3,.5324243
2009m4,.3996418
2009m5,.2716919
2009m6,.004486
2009m7,-.2809616
2009m8,-.1746195
2009m9,-.0937469
2009m10,-.2604133
2009m11,-.5734846
2009m12,-.7617645
2010m1,-.4939292
2010m2,-.2281876
2010m3,-.0833949
2010m4,.0222376
2010m5,.2134817
2010m6,.169612
2010m7,-.2155279
2010m8,-.4520968
2010m9,-.6638678
2010m10,-.8066759
2010m11,-.8426773
2010m12,-.688939
2011m1,-.2851093
2011m2,.1097539
2011m3,.2806108
2011m4,.4192578
2011m5,.5566506
2011m6,.5501414
2011m7,.3081498
2011m8,.1736001
2011m9,.1951623
2011m10,.160939
2011m11,.203784
2011m12,.3572308
2012m1,.6600528
2012m2,1.031154
2012m3,1.379655
2012m4,1.381022
2012m5,1.308521
2012m6,1.208898
2012m7,.9378201
2012m8,.801235
2012m9,.8509783
2012m10,.7409378
2012m11,.5130813
2012m12,.2073685
2013m1,.0546228
2013m2,.260459
2013m3,.5338344
2013m4,.8981888
2013m5,1.172601
2013m6,1.484427
2013m7,1.695337
2013m8,1.76967
2013m9,1.751597
2013m10,1.581049
2013m11,1.503476
2013m12,1.410055
2014m1,1.503602
2014m2,1.664531
2014m3,1.874183
2014m4,1.963078
2014m5,1.944104
2014m6,1.804842
2014m7,1.743358
2014m8,1.859794
2014m9,1.937284
2014m10,1.983774
2014m11,1.972821
2014m12,1.911695
2015m1,1.923197
2015m2,2.004398
2015m3,2.139708
2015m4,2.13598
2015m5,2.045916
2015m6,1.793039
2015m7,1.54098
2015m8,1.615656
2015m9,1.818713
2015m10,2.034331
2015m11,1.956148
2015m12,1.854282
2016m1,1.905368
2016m2,1.884617
2016m3,1.585501
2016m4,1.064718
