date,swb_sadness
2008m1,-.3081914
2008m2,-.0418267
2008m3,-.1678992
2008m4,-.2845865
2008m5,-.0437967
2008m6,.0015582
2008m7,.003983
2008m8,.038878
2008m9,.149805
2008m10,.7652052
2008m11,1.553424
2008m12,1.96043
2009m1,2.149674
2009m2,2.041142
2009m3,1.731416
2009m4,1.334071
2009m5,.8565745
2009m6,.6117362
2009m7,.4171311
2009m8,.3749288
2009m9,.3414503
2009m10,.1750467
2009m11,-.129821
2009m12,-.2427954
2010m1,-.3362936
2010m2,-.256357
2010m3,-.3690848
2010m4,-.9706107
2010m5,-1.706011
2010m6,-1.901216
2010m7,-1.421666
2010m8,-.8990834
2010m9,-.7020217
2010m10,-.3628638
2010m11,-.1066546
2010m12,.1126357
2011m1,.0727974
2011m2,-.0526951
2011m3,-.2537142
2011m4,-.5500041
2011m5,-.7122083
2011m6,-.9191677
2011m7,-.995155
2011m8,-.893331
2011m9,-.8737627
2011m10,-.8739435
2011m11,-.7532644
2011m12,-.6069414
2012m1,-.5702512
2012m2,-.6908007
2012m3,-.8821192
2012m4,-.9484323
2012m5,-.9688162
2012m6,-.923043
2012m7,-.7234898
2012m8,-.6172403
2012m9,-.4906407
2012m10,-.2843091
2012m11,-.0325
2012m12,.1757284
2013m1,.067684
2013m2,-.3327669
2013m3,-.6551583
2013m4,-.9293588
2013m5,-1.081792
2013m6,-1.164177
2013m7,-1.066648
2013m8,-1.023025
2013m9,-1.036118
2013m10,-1.042922
2013m11,-1.022013
2013m12,-1.027721
2014m1,-1.105614
2014m2,-1.292331
2014m3,-1.406479
2014m4,-1.428631
2014m5,-1.449206
2014m6,-1.563705
2014m7,-1.660037
2014m8,-1.543197
2014m9,-1.374259
2014m10,-1.099873
2014m11,-.9525685
2014m12,-.9052089
2015m1,-1.067984
2015m2,-1.282256
2015m3,-1.497393
2015m4,-1.654459
2015m5,-1.627929
2015m6,-1.700699
2015m7,-1.773909
2015m8,-1.662641
2015m9,-1.551368
2015m10,-1.245742
2015m11,-.7787052
2015m12,-.7167661
2016m1,-1.073985
2016m2,-1.52625
2016m3,-2.047402
2016m4,-2.75578
