date,swb_security
2011m1,-.5127266
2011m2,-.2576264
2011m3,-.0639644
2011m4,.2279286
2011m5,.402424
2011m6,.4227823
2011m7,.3920418
2011m8,.2613797
2011m9,.0520278
2011m10,-.2668036
2011m11,-.3533166
2011m12,-.2266732
2012m1,.1883741
2012m2,.8143517
2012m3,1.230882
2012m4,1.08832
2012m5,.9654369
2012m6,.7866191
2012m7,.4043927
2012m8,-.0285546
2012m9,-.5055295
2012m10,-.881028
2012m11,-.9479254
2012m12,-.2859951
2013m1,.4575911
2013m2,.9800091
2013m3,1.112597
2013m4,1.355608
2013m5,1.661156
2013m6,1.63894
2013m7,1.323474
2013m8,.506299
2013m9,-.0839568
2013m10,-.1367141
2013m11,.1031316
2013m12,.540131
2014m1,1.11799
2014m2,1.486409
2014m3,1.672675
2014m4,1.757001
2014m5,1.837379
2014m6,2.182615
2014m7,2.268166
2014m8,2.197111
2014m9,1.905488
2014m10,1.744933
2014m11,1.628124
2014m12,1.41722
2015m1,1.140105
2015m2,1.181091
2015m3,1.41851
2015m4,1.584601
2015m5,1.816753
2015m6,1.964225
2015m7,1.717712
2015m8,1.431224
2015m9,1.18294
2015m10,1.064895
2015m11,.9509354
2015m12,1.231985
2016m1,1.5917
2016m2,1.765831
2016m3,1.419873
2016m4,.3174107
