date,cat_personal_security
2011m1,-.4310516
2011m2,-.5051393
2011m3,-.6486203
2011m4,-.7327773
2011m5,-.7758555
2011m6,-.9206185
2011m7,-1.004385
2011m8,-1.010395
2011m9,-.8879538
2011m10,-.8016374
2011m11,-.795561
2011m12,-.7850456
2012m1,-.7555828
2012m2,-.6582893
2012m3,-.5724107
2012m4,-.5421788
2012m5,-.5053585
2012m6,-.3879901
2012m7,-.2212499
2012m8,-.4030249
2012m9,-.4793757
2012m10,-.1339089
2012m11,.7676753
2012m12,1.96773
2013m1,2.169386
2013m2,1.52668
2013m3,.934065
2013m4,.6284232
2013m5,.2016241
2013m6,-.2219736
2013m7,-.4645819
2013m8,-.5844212
2013m9,-.5891335
2013m10,-.5144898
2013m11,-.4297443
2013m12,-.3873692
2014m1,-.3245595
2014m2,-.2649201
2014m3,-.232733
2014m4,-.1495173
2014m5,-.0762775
2014m6,-.1668386
2014m7,-.2514485
2014m8,-.258318
2014m9,-.2190402
2014m10,-.1194361
2014m11,.0235822
2014m12,.1315651
2015m1,.2085378
2015m2,.1202174
2015m3,.0599109
2015m4,.0160041
2015m5,-.0538496
2015m6,-.0815989
2015m7,-.1021193
2015m8,-.0759076
2015m9,.2821093
2015m10,1.12596
2015m11,2.102179
2015m12,2.546619
2016m1,1.947507
2016m2,1.2439
2016m3,.8837095
2016m4,.6393009
