date,cat_family
2011m1,.219001
2011m2,.0972576
2011m3,-.0270368
2011m4,-.2234866
2011m5,-.6297162
2011m6,-.9751764
2011m7,-.7536786
2011m8,.2179678
2011m9,1.378281
2011m10,1.935094
2011m11,1.604858
2011m12,.9329775
2012m1,.3715793
2012m2,.0713645
2012m3,-.2302774
2012m4,-.4534459
2012m5,-.7052928
2012m6,-.896227
2012m7,-.666274
2012m8,.0168241
2012m9,.7079079
2012m10,1.101166
2012m11,.961149
2012m12,.7876788
2013m1,.583455
2013m2,.3894803
2013m3,.0849045
2013m4,-.3551138
2013m5,-.810333
2013m6,-1.02181
2013m7,-.6873616
2013m8,.2145952
2013m9,1.242583
2013m10,1.742497
2013m11,1.405175
2013m12,.7103335
2014m1,.0999242
2014m2,-.2294064
2014m3,-.5135545
2014m4,-.8914422
2014m5,-1.224211
2014m6,-1.321952
2014m7,-1.01785
2014m8,-.3167538
2014m9,.4364788
2014m10,.7917625
2014m11,.6217228
2014m12,.2699432
2015m1,.0144994
2015m2,-.2047911
2015m3,-.4466093
2015m4,-.8523092
2015m5,-1.359366
2015m6,-1.649507
2015m7,-1.505862
2015m8,-.7906542
2015m9,.0491122
2015m10,.5193782
2015m11,.522092
2015m12,.3656655
2016m1,.176205
2016m2,.021823
2016m3,-.0400302
2016m4,.1347928
