date,cat_health_conditions
2008m1,.214382
2008m2,.3467959
2008m3,.2680911
2008m4,-.1599512
2008m5,-.7775781
2008m6,-1.073643
2008m7,-1.134693
2008m8,-.8697737
2008m9,-.3685392
2008m10,-.0593642
2008m11,-.1188713
2008m12,-.1305082
2009m1,-.0161038
2009m2,.1262154
2009m3,.1247715
2009m4,.0106618
2009m5,-.2007353
2009m6,-.5013595
2009m7,-.5764689
2009m8,-.3260322
2009m9,.6106225
2009m10,1.756325
2009m11,2.10214
2009m12,2.022919
2010m1,2.052028
2010m2,2.34866
2010m3,2.481791
2010m4,2.331891
2010m5,1.657233
2010m6,1.125819
2010m7,1.078161
2010m8,1.422166
2010m9,1.938023
2010m10,2.051385
2010m11,1.452005
2010m12,.6702774
2011m1,.0584852
2011m2,.0299816
2011m3,.0583572
2011m4,.042101
2011m5,-.1698069
2011m6,-.333826
2011m7,-.6361662
2011m8,-.5499297
2011m9,-.1416607
2011m10,.0014707
2011m11,-.2823218
2011m12,-.8755844
2012m1,-1.09448
2012m2,-.9039173
2012m3,-.6311771
2012m4,-.3951274
2012m5,-.3665623
2012m6,-.4896379
2012m7,-.5031757
2012m8,-.2971424
2012m9,.0868128
2012m10,.1377883
2012m11,-.1506198
2012m12,-.4295313
2013m1,-.362332
2013m2,-.2891094
2013m3,-.2861192
2013m4,-.2968851
2013m5,-.6024351
2013m6,-.8262835
2013m7,-.8483878
2013m8,-.7063351
2013m9,-.3995942
2013m10,-.2113343
2013m11,-.3053659
2013m12,-.5133414
2014m1,-.4773512
2014m2,-.2362921
2014m3,-.1858354
2014m4,-.2884349
2014m5,-.6391511
2014m6,-.9166833
2014m7,-.9450319
2014m8,-.7034709
2014m9,-.2765691
2014m10,-.0323062
2014m11,-.0981736
2014m12,-.294594
2015m1,-.2565129
2015m2,-.0148691
2015m3,.150434
2015m4,.0255948
2015m5,-.3471486
2015m6,-.6470346
2015m7,-.7586415
2015m8,-.7122561
2015m9,-.4614609
2015m10,-.3162759
2015m11,-.3081294
2015m12,-.296981
2016m1,-.1081712
2016m2,.0976439
2016m3,.2466649
2016m4,.405488
