region,date,mal_etre
Haute-Normandie,2013m1,-.44127572
Haute-Normandie,2013m2,-.4196029
Haute-Normandie,2013m3,-.42404571
Haute-Normandie,2013m4,-.29303896
Haute-Normandie,2013m5,-.24898967
Haute-Normandie,2013m6,-.62429285
Haute-Normandie,2013m7,-.62386227
Haute-Normandie,2013m8,-.76896513
Haute-Normandie,2013m9,-.34375852
Haute-Normandie,2013m10,-.29224142
Haute-Normandie,2013m11,-.11891744
Haute-Normandie,2013m12,-.71835476
Haute-Normandie,2014m1,-.28065261
Haute-Normandie,2014m2,-.064257592
Haute-Normandie,2014m3,-.22944844
Haute-Normandie,2014m4,-.37104458
Haute-Normandie,2014m5,-.31812641
Haute-Normandie,2014m6,-.48548287
Haute-Normandie,2014m7,-.28609717
Haute-Normandie,2014m8,-.25877237
Haute-Normandie,2014m9,.21639377
Haute-Normandie,2014m10,-.1125714
Haute-Normandie,2014m11,-.2861793
Haute-Normandie,2014m12,-.51581943
Haute-Normandie,2015m1,.14491743
Haute-Normandie,2015m2,.0013014898
Haute-Normandie,2015m3,.21613963
Haute-Normandie,2015m4,.00019471925
Haute-Normandie,2015m5,-.0027379096
Haute-Normandie,2015m6,.37116539
Haute-Normandie,2015m7,.13371237
Haute-Normandie,2015m8,.29936382
Haute-Normandie,2015m9,.56713498
Haute-Normandie,2015m10,.22788708
Haute-Normandie,2015m11,.35357445
Haute-Normandie,2015m12,-.016764002
Haute-Normandie,2016m1,.51864952
Haute-Normandie,2016m2,.31319839
Haute-Normandie,2016m3,.60909754
Haute-Normandie,2016m4,.41888314
Haute-Normandie,2016m5,.34784609
Haute-Normandie,2016m6,.16004568
Haute-Normandie,2016m7,.14237891
Haute-Normandie,2016m8,-.20624372
Haute-Normandie,2016m9,.5800786
Haute-Normandie,2016m10,.5205794
Haute-Normandie,2016m11,.36968043
Haute-Normandie,2016m12,.34435374
Haute-Normandie,2017m1,.57544124
Haute-Normandie,2017m2,.77929759
Haute-Normandie,2017m3,1.0593677
