date,cat_social_progress
2008m1,-.4355132
2008m2,.0626833
2008m3,.0385966
2008m4,-.21853
2008m5,-.7735967
2008m6,-1.17455
2008m7,-1.293497
2008m8,-.8688763
2008m9,-.2399541
2008m10,.0647463
2008m11,.0006023
2008m12,-.2488655
2009m1,-.27269
2009m2,.0749187
2009m3,.2273252
2009m4,-.0841726
2009m5,-.6021155
2009m6,-.9232154
2009m7,-.8186346
2009m8,-.2910507
2009m9,.3996882
2009m10,.750065
2009m11,.7399682
2009m12,.5046349
2010m1,.4730008
2010m2,.7151175
2010m3,1.123315
2010m4,1.238905
2010m5,.7655572
2010m6,.070947
2010m7,-.2337006
2010m8,.1178133
2010m9,.6257941
2010m10,.6767518
2010m11,.4277793
2010m12,-.0996461
2011m1,-.5796552
2011m2,-.6509776
2011m3,-.5833247
2011m4,-.6531203
2011m5,-.9647729
2011m6,-1.272441
2011m7,-1.267277
2011m8,-.6978483
2011m9,-.1656367
2011m10,-.0726036
2011m11,-.2967664
2011m12,-.5531545
2012m1,-.4693317
2012m2,-.2961682
2012m3,-.2655367
2012m4,-.3809227
2012m5,-.871283
2012m6,-1.389325
2012m7,-1.39344
2012m8,-.9205326
2012m9,-.4800622
2012m10,-.3015475
2012m11,-.4950532
2012m12,-.8316502
2013m1,-.830101
2013m2,-.5974935
2013m3,-.521495
2013m4,-.568594
2013m5,-.8773394
2013m6,-1.131429
2013m7,-.9632714
2013m8,-.3013644
2013m9,.2769291
2013m10,.4058926
2013m11,.2016129
2013m12,-.1494759
2014m1,-.1702128
2014m2,-.0150211
2014m3,.0787954
2014m4,.0264887
2014m5,-.3666849
2014m6,-.6999688
2014m7,-.5577545
2014m8,.2061497
2014m9,.8586663
2014m10,1.073237
2014m11,1.011424
2014m12,.9321799
2015m1,1.012061
2015m2,1.247483
2015m3,1.225216
2015m4,1.064399
2015m5,.5119541
2015m6,.0106802
2015m7,-.0948411
2015m8,.4455535
2015m9,1.015337
2015m10,1.299933
2015m11,1.40794
2015m12,1.341521
2016m1,1.578319
2016m2,1.908674
2016m3,1.968266
2016m4,2.069165
