date,cat_summer_leisure
2008m1,-.7945493
2008m2,-.5777729
2008m3,-.2475909
2008m4,.306199
2008m5,1.005993
2008m6,1.307822
2008m7,.8686041
2008m8,.1294564
2008m9,-.5987225
2008m10,-1.081182
2008m11,-1.25824
2008m12,-1.218824
2009m1,-1.041894
2009m2,-.7692445
2009m3,-.3143895
2009m4,.281262
2009m5,.8726415
2009m6,1.090064
2009m7,.8008134
2009m8,.2573824
2009m9,-.1691442
2009m10,-.3152697
2009m11,-.4868633
2009m12,-.531608
2010m1,-.3836488
2010m2,-.0684387
2010m3,.4859921
2010m4,1.274477
2010m5,2.043933
2010m6,2.32079
2010m7,1.965264
2010m8,1.13708
2010m9,.1791306
2010m10,-.4340969
2010m11,-.6735104
2010m12,-.7752865
2011m1,-.7288043
2011m2,-.4928741
2011m3,-.0874921
2011m4,.5822017
2011m5,1.257785
2011m6,1.533388
2011m7,1.326316
2011m8,.6710646
2011m9,-.0758126
2011m10,-.6535946
2011m11,-1.03346
2011m12,-1.160913
2012m1,-1.058719
2012m2,-.6970158
2012m3,-.1220007
2012m4,.557795
2012m5,1.134984
2012m6,1.405869
2012m7,1.190482
2012m8,.5054308
2012m9,-.2310773
2012m10,-.7729475
2012m11,-1.091929
2012m12,-1.13482
2013m1,-.9202911
2013m2,-.6184932
2013m3,-.2340979
2013m4,.2428783
2013m5,.798189
2013m6,1.163561
2013m7,1.012011
2013m8,.3438288
2013m9,-.4044591
2013m10,-.9302568
2013m11,-1.189733
2013m12,-1.210809
2014m1,-1.08199
2014m2,-.8606274
2014m3,-.4179387
2014m4,.1916049
2014m5,.8283826
2014m6,1.159234
2014m7,1.030857
2014m8,.3639451
2014m9,-.3793835
2014m10,-.8838152
2014m11,-1.09917
2014m12,-1.061333
2015m1,-.8439853
2015m2,-.5502818
2015m3,-.1454644
2015m4,.3969978
2015m5,1.031239
2015m6,1.441007
2015m7,1.278699
2015m8,.6255556
2015m9,-.1382532
2015m10,-.6651662
2015m11,-.9265469
2015m12,-.9107252
2016m1,-.7562842
2016m2,-.5677217
2016m3,-.363661
2016m4,-.1579861
