health_conditions_f
.0754692
.6769273
.8207701
1.795494
.2661359
-.3598363
-.3870372
-2.203761
1.107495
1.613437
1.149772
-.5750098
-1.12493
.5707695
.6672905
.3853981
-.5230525
.1523294
-1.703369
-2.094923
.0772256
1.878112
.1897191
-.8774068
-1.919699
-.0330662
-.1759866
.4201794
-.7550011
.0698
.2299056
-.9566765
.151937
1.539202
.985554
-.6070485
-1.343837
-.2560401
-.2557658
1.131158
.7303334
.0677331
-.1356174
-1.273317
.7370226
1.803414
.6760435
-.3069792
-1.459955
-.0343128
.9566212
1.249861
-.2022322
-.0095932
-.2176303
-1.633697
-.7493281
