date,cat_family
2008m1,-1.559188
2008m2,-1.677853
2008m3,-1.782816
2008m4,-1.89636
2008m5,-2.127815
2008m6,-2.182551
2008m7,-1.991119
2008m8,-1.675003
2008m9,-1.328018
2008m10,-1.17021
2008m11,-1.031934
2008m12,-1.030711
2009m1,-1.161923
2009m2,-1.410721
2009m3,-1.589844
2009m4,-1.661769
2009m5,-1.513944
2009m6,-1.188168
2009m7,-.9240295
2009m8,-.6138982
2009m9,.0887538
2009m10,1.255776
2009m11,1.891062
2009m12,2.085762
2010m1,1.888143
2010m2,1.696659
2010m3,1.441268
2010m4,1.058832
2010m5,.5398983
2010m6,.3459725
2010m7,.4687384
2010m8,.5782822
2010m9,.713128
2010m10,.736753
2010m11,.6121769
2010m12,.4932942
2011m1,.3076695
2011m2,.2199091
2011m3,.2889843
2011m4,.3672659
2011m5,.148037
2011m6,.0828658
2011m7,.2365821
2011m8,.6278123
2011m9,1.1429
2011m10,1.472045
2011m11,1.396732
2011m12,1.034354
2012m1,.5645463
2012m2,.2736568
2012m3,.2219194
2012m4,.1944862
2012m5,-.0423917
2012m6,-.2818425
2012m7,-.2010219
2012m8,.1771433
2012m9,.4969998
2012m10,.5755185
2012m11,.5365071
2012m12,.3203492
2013m1,.0372644
2013m2,-.1188129
2013m3,-.1222143
2013m4,-.1957208
2013m5,-.4180783
2013m6,-.5523404
2013m7,-.4421501
2013m8,-.1202472
2013m9,.1462843
2013m10,.2824496
2013m11,.2782455
2013m12,.1803599
2014m1,.0770084
2014m2,.0939872
2014m3,.0339309
2014m4,-.1585485
2014m5,-.4681496
2014m6,-.5677633
2014m7,-.3630538
2014m8,.0042702
2014m9,.427286
2014m10,.6608649
2014m11,.6301925
2014m12,.5543935
2015m1,.3970442
2015m2,.2725234
2015m3,.1746189
2015m4,-.1151951
2015m5,-.5098302
2015m6,-.505828
2015m7,-.1956443
2015m8,.262849
2015m9,.5993844
2015m10,.7609067
2015m11,.766404
2015m12,.5684054
2016m1,.3671539
2016m2,.2030131
2016m3,.2238436
2016m4,.3132402
