region,date,crime
Pays de la Loire,2013m1,-.33631772
Pays de la Loire,2013m2,-.40737176
Pays de la Loire,2013m3,-.40481991
Pays de la Loire,2013m4,-.59786266
Pays de la Loire,2013m5,-.41341281
Pays de la Loire,2013m6,-.7962746
Pays de la Loire,2013m7,-.95144665
Pays de la Loire,2013m8,-.88223672
Pays de la Loire,2013m9,-.42514274
Pays de la Loire,2013m10,-.46303585
Pays de la Loire,2013m11,-.12800907
Pays de la Loire,2013m12,-.66630715
Pays de la Loire,2014m1,.22867706
Pays de la Loire,2014m2,.071129039
Pays de la Loire,2014m3,-.47831127
Pays de la Loire,2014m4,-.91452134
Pays de la Loire,2014m5,-.31337032
Pays de la Loire,2014m6,-.41504344
Pays de la Loire,2014m7,-.70713812
Pays de la Loire,2014m8,-.5879038
Pays de la Loire,2014m9,.066914767
Pays de la Loire,2014m10,-.13388932
Pays de la Loire,2014m11,.049643911
Pays de la Loire,2014m12,-.59608907
Pays de la Loire,2015m1,.24558739
Pays de la Loire,2015m2,.91190052
Pays de la Loire,2015m3,.4874616
Pays de la Loire,2015m4,-.39626557
Pays de la Loire,2015m5,-.097924039
Pays de la Loire,2015m6,-.0044235792
Pays de la Loire,2015m7,-.15622127
Pays de la Loire,2015m8,-.42221314
Pays de la Loire,2015m9,.5326395
Pays de la Loire,2015m10,.65812474
Pays de la Loire,2015m11,1.4707233
Pays de la Loire,2015m12,.017636724
Pays de la Loire,2016m1,1.0047381
Pays de la Loire,2016m2,.47099623
Pays de la Loire,2016m3,.53526956
Pays de la Loire,2016m4,.12818258
Pays de la Loire,2016m5,1.0147817
Pays de la Loire,2016m6,.096202262
Pays de la Loire,2016m7,-.28037423
Pays de la Loire,2016m8,-.85510337
Pays de la Loire,2016m9,.65855491
Pays de la Loire,2016m10,.97762448
Pays de la Loire,2016m11,.99206734
Pays de la Loire,2016m12,-.15530558
Pays de la Loire,2017m1,.83886796
Pays de la Loire,2017m2,.79420328
Pays de la Loire,2017m3,.66589355
