region,date,terrorisme
Midi-Pyrenees,2013m1,-.52223903
Midi-Pyrenees,2013m2,-.50301081
Midi-Pyrenees,2013m3,-.54901409
Midi-Pyrenees,2013m4,-.6490187
Midi-Pyrenees,2013m5,-.49759999
Midi-Pyrenees,2013m6,-.55740964
Midi-Pyrenees,2013m7,-.21794538
Midi-Pyrenees,2013m8,-.34905201
Midi-Pyrenees,2013m9,-.45347562
Midi-Pyrenees,2013m10,-.55747509
Midi-Pyrenees,2013m11,-.58919632
Midi-Pyrenees,2013m12,-.50601339
Midi-Pyrenees,2014m1,-.57422262
Midi-Pyrenees,2014m2,-.52741861
Midi-Pyrenees,2014m3,-.46469355
Midi-Pyrenees,2014m4,-.53295821
Midi-Pyrenees,2014m5,-.36484826
Midi-Pyrenees,2014m6,-.47648227
Midi-Pyrenees,2014m7,-.40139562
Midi-Pyrenees,2014m8,-.37651217
Midi-Pyrenees,2014m9,-.46529403
Midi-Pyrenees,2014m10,-.33619902
Midi-Pyrenees,2014m11,-.25796705
Midi-Pyrenees,2014m12,.28886634
Midi-Pyrenees,2015m1,1.8059011
Midi-Pyrenees,2015m2,-.12982515
Midi-Pyrenees,2015m3,-.17205583
Midi-Pyrenees,2015m4,-.33278012
Midi-Pyrenees,2015m5,-.36453319
Midi-Pyrenees,2015m6,.028083179
Midi-Pyrenees,2015m7,.068251908
Midi-Pyrenees,2015m8,-.029695481
Midi-Pyrenees,2015m9,-.16110605
Midi-Pyrenees,2015m10,-.27215534
Midi-Pyrenees,2015m11,4.5198712
Midi-Pyrenees,2015m12,.40704
Midi-Pyrenees,2016m1,.099957764
Midi-Pyrenees,2016m2,-.14752434
Midi-Pyrenees,2016m3,1.0137028
Midi-Pyrenees,2016m4,.082268521
Midi-Pyrenees,2016m5,-.1522803
Midi-Pyrenees,2016m6,.55706668
Midi-Pyrenees,2016m7,1.973033
Midi-Pyrenees,2016m8,.39311501
Midi-Pyrenees,2016m9,-.1057852
Midi-Pyrenees,2016m10,-.034292016
Midi-Pyrenees,2016m11,-.17074397
Midi-Pyrenees,2016m12,.23147404
Midi-Pyrenees,2017m1,.10394061
Midi-Pyrenees,2017m2,.17878802
Midi-Pyrenees,2017m3,.68940842
