date,cat_family_stress
2011m1,1.140319
2011m2,.5209897
2011m3,.2478677
2011m4,.4371139
2011m5,.7052066
2011m6,1.029744
2011m7,1.423779
2011m8,1.3402
2011m9,.5801015
2011m10,-.2237144
2011m11,-.7199575
2011m12,-.7913263
2012m1,-.3049436
2012m2,-.113734
2012m3,-.1559009
2012m4,-.0858717
2012m5,.1729626
2012m6,.8457559
2012m7,1.546872
2012m8,1.441745
2012m9,.6158189
2012m10,-.3410079
2012m11,-.9430469
2012m12,-.9570881
2013m1,-.4698046
2013m2,-.1124224
2013m3,-.0875968
2013m4,.0667127
2013m5,.1396803
2013m6,.4244118
2013m7,.713351
2013m8,.6430781
2013m9,.2107284
2013m10,-.470074
2013m11,-1.106122
2013m12,-1.290352
2014m1,-.900158
2014m2,-.5820471
2014m3,-.2422915
2014m4,.1890805
2014m5,.5015886
2014m6,.549905
2014m7,.4864611
2014m8,-.045187
2014m9,-.4923021
2014m10,-1.012715
2014m11,-1.398044
2014m12,-1.274348
2015m1,-.8368869
2015m2,-.6755936
2015m3,-.6257029
2015m4,-.4910765
2015m5,-.1299801
2015m6,.5730675
2015m7,1.222114
2015m8,1.221065
2015m9,.5450267
2015m10,-.0879945
2015m11,-.5028378
2015m12,-.7105232
2016m1,-.4737028
2016m2,-.2539035
2016m3,-.2331104
2016m4,-.3933809
