date,swb_security
2008m1,-.096065
2008m2,-.3533898
2008m3,-.3467206
2008m4,-.0323364
2008m5,.2061441
2008m6,.4105636
2008m7,.4579108
2008m8,.2359
2008m9,-.153093
2008m10,-.1493715
2008m11,-.1046269
2008m12,.0224924
2009m1,.1976754
2009m2,.3235149
2009m3,.608574
2009m4,1.225036
2009m5,1.536444
2009m6,1.436078
2009m7,.9740584
2009m8,.7038609
2009m9,.2947768
2009m10,-.1871452
2009m11,-.289492
2009m12,-.2968285
2010m1,-.3738001
2010m2,.1032012
2010m3,.5527491
2010m4,.8767741
2010m5,.7875751
2010m6,.6485918
2010m7,.4454306
2010m8,-.2015163
2010m9,-.5530608
2010m10,-.2060489
2010m11,.1190977
2010m12,.4293278
2011m1,.7541888
2011m2,.9523622
2011m3,.9889314
2011m4,1.063449
2011m5,1.124356
2011m6,1.12951
2011m7,.8180918
2011m8,.632319
2011m9,.4571155
2011m10,.5644655
2011m11,.8550155
2011m12,1.016996
2012m1,1.149609
2012m2,1.349979
2012m3,1.634623
2012m4,1.872513
2012m5,2.052493
2012m6,1.921162
2012m7,1.521108
2012m8,1.160215
2012m9,.9950201
2012m10,.9382459
2012m11,.9111269
2012m12,.9672208
2013m1,1.097152
2013m2,1.393408
2013m3,1.673578
2013m4,1.753395
2013m5,1.88148
2013m6,1.842571
2013m7,1.726611
2013m8,1.634002
2013m9,1.544316
2013m10,1.365198
2013m11,1.351286
2013m12,1.436988
2014m1,1.661925
2014m2,1.967874
2014m3,2.160067
2014m4,2.210893
2014m5,2.299607
2014m6,2.286511
2014m7,2.189787
2014m8,2.168669
2014m9,2.162422
2014m10,2.070153
2014m11,1.886991
2014m12,1.768345
2015m1,1.929179
2015m2,2.276228
2015m3,2.616342
2015m4,2.600407
2015m5,2.333179
2015m6,2.009402
2015m7,2.025279
2015m8,2.21395
2015m9,2.33845
2015m10,2.493649
2015m11,2.325097
2015m12,2.002397
2016m1,1.94474
2016m2,2.107685
2016m3,2.215314
2016m4,2.371362
