region,date,protectionnisme
Midi-Pyrenees,2013m1,.44890451
Midi-Pyrenees,2013m2,.4088923
Midi-Pyrenees,2013m3,.080056146
Midi-Pyrenees,2013m4,.31986442
Midi-Pyrenees,2013m5,.1607334
Midi-Pyrenees,2013m6,.036503013
Midi-Pyrenees,2013m7,-1.5220852
Midi-Pyrenees,2013m8,-1.482345
Midi-Pyrenees,2013m9,-.44476911
Midi-Pyrenees,2013m10,.032368194
Midi-Pyrenees,2013m11,.95065713
Midi-Pyrenees,2013m12,-.11130759
Midi-Pyrenees,2014m1,.070157751
Midi-Pyrenees,2014m2,-.16056536
Midi-Pyrenees,2014m3,-.24563579
Midi-Pyrenees,2014m4,-.11810164
Midi-Pyrenees,2014m5,-.61102903
Midi-Pyrenees,2014m6,-.81680954
Midi-Pyrenees,2014m7,-1.652541
Midi-Pyrenees,2014m8,-1.9508878
Midi-Pyrenees,2014m9,-.25824663
Midi-Pyrenees,2014m10,.81986636
Midi-Pyrenees,2014m11,.98850423
Midi-Pyrenees,2014m12,-.20662875
Midi-Pyrenees,2015m1,.21717316
Midi-Pyrenees,2015m2,.61472243
Midi-Pyrenees,2015m3,.16770923
Midi-Pyrenees,2015m4,-.12065984
Midi-Pyrenees,2015m5,.39812812
Midi-Pyrenees,2015m6,-.19045995
Midi-Pyrenees,2015m7,-1.5157264
Midi-Pyrenees,2015m8,-1.5625149
Midi-Pyrenees,2015m9,.072661392
Midi-Pyrenees,2015m10,1.0007908
Midi-Pyrenees,2015m11,2.0104842
Midi-Pyrenees,2015m12,.54725343
Midi-Pyrenees,2016m1,.66151696
Midi-Pyrenees,2016m2,.12469999
Midi-Pyrenees,2016m3,.86362898
Midi-Pyrenees,2016m4,-.37941602
Midi-Pyrenees,2016m5,.32503018
Midi-Pyrenees,2016m6,-.26509926
Midi-Pyrenees,2016m7,-1.6020176
Midi-Pyrenees,2016m8,-1.2428501
Midi-Pyrenees,2016m9,.41257295
Midi-Pyrenees,2016m10,1.2569731
Midi-Pyrenees,2016m11,1.3400855
Midi-Pyrenees,2016m12,.06241437
Midi-Pyrenees,2017m1,.47906542
Midi-Pyrenees,2017m2,1.0637794
Midi-Pyrenees,2017m3,1.4384369
