date,cat_healthy_habits
2011m1,1.043855
2011m2,.6973341
2011m3,.4428411
2011m4,.3528121
2011m5,.1859739
2011m6,-.0526721
2011m7,-.431175
2011m8,-.991815
2011m9,-1.362761
2011m10,-1.609401
2011m11,-1.64764
2011m12,-1.342118
2012m1,-.4412951
2012m2,.1787665
2012m3,.5431079
2012m4,.7225704
2012m5,.73946
2012m6,.5815032
2012m7,.2074408
2012m8,-.3544059
2012m9,-.976322
2012m10,-1.41341
2012m11,-1.550819
2012m12,-1.050449
2013m1,-.0038137
2013m2,.6797696
2013m3,1.004251
2013m4,1.065792
2013m5,.7204205
2013m6,.288664
2013m7,.0401733
2013m8,-.1491514
2013m9,-.3159075
2013m10,-.4345366
2013m11,-.4889829
2013m12,-.3037903
2014m1,.408436
2014m2,.8770396
2014m3,1.194095
2014m4,1.194053
2014m5,.842684
2014m6,.5577296
2014m7,.1737213
2014m8,-.3017347
2014m9,-.8006564
2014m10,-1.030297
2014m11,-1.09081
2014m12,-.6861647
2015m1,.1796539
2015m2,.6549166
2015m3,.7864083
2015m4,.6866866
2015m5,.3282547
2015m6,.0787653
2015m7,-.162209
2015m8,-.5135577
2015m9,-.7148693
2015m10,-.8360614
2015m11,-.6775861
2015m12,-.2929152
2016m1,.4371893
2016m2,.9090037
2016m3,1.358239
2016m4,1.865716
