date,cat_education
2011m1,.4852244
2011m2,.8125944
2011m3,.8569337
2011m4,.5926802
2011m5,.0336083
2011m6,-.6341349
2011m7,-.9362522
2011m8,-.3862449
2011m9,.5652675
2011m10,.8618304
2011m11,.6695983
2011m12,.2689764
2012m1,.3193465
2012m2,.6106099
2012m3,.7690204
2012m4,.6499068
2012m5,.1257367
2012m6,-.6429493
2012m7,-.9413346
2012m8,-.5710431
2012m9,.2007346
2012m10,.3365183
2012m11,.0429903
2012m12,-.2244452
2013m1,-.0749362
2013m2,.0995306
2013m3,.1534541
2013m4,-.0370843
2013m5,-.5872263
2013m6,-1.172243
2013m7,-1.322545
2013m8,-.8108674
2013m9,.0422568
2013m10,.3192875
2013m11,.0314507
2013m12,-.3927469
2014m1,-.3631005
2014m2,-.2148911
2014m3,-.0305901
2014m4,-.117879
2014m5,-.6248713
2014m6,-1.175753
2014m7,-1.324639
2014m8,-.756116
2014m9,.2758613
2014m10,.668569
2014m11,.4117329
2014m12,.0571041
2015m1,.1087418
2015m2,.3367905
2015m3,.3671162
2015m4,.0001387
2015m5,-.6360008
2015m6,-1.052407
2015m7,-1.014134
2015m8,-.3252775
2015m9,.6128161
2015m10,.8495435
2015m11,.5023745
2015m12,.1679709
2016m1,.3068033
2016m2,.5761684
2016m3,.9494935
2016m4,1.330931
