date,cat_education
2011m1,1.004856
2011m2,1.10424
2011m3,1.064391
2011m4,.8745748
2011m5,.4609327
2011m6,.1056374
2011m7,.2404688
2011m8,.8471142
2011m9,1.364317
2011m10,1.423344
2011m11,1.133496
2011m12,.7699439
2012m1,.7527574
2012m2,.8053902
2012m3,.7685301
2012m4,.6084532
2012m5,.2637382
2012m6,-.0711341
2012m7,.0602431
2012m8,.6920362
2012m9,1.205247
2012m10,1.108944
2012m11,.3953123
2012m12,-.3757879
2013m1,-.4598337
2013m2,-.145782
2013m3,.0094062
2013m4,.0349155
2013m5,-.2870943
2013m6,-.7897006
2013m7,-1.06553
2013m8,-.8896374
2013m9,-.5166689
2013m10,-.240712
2013m11,-.3396183
2013m12,-.6955664
2014m1,-.7764721
2014m2,-.7115313
2014m3,-.6425413
2014m4,-.7655886
2014m5,-1.167916
2014m6,-1.457356
2014m7,-1.335258
2014m8,-.7508757
2014m9,-.1243007
2014m10,.0969884
2014m11,.0665917
2014m12,.0576246
2015m1,.2598839
2015m2,.4918684
2015m3,.5121841
2015m4,.3088869
2015m5,-.1654088
2015m6,-.5013343
2015m7,-.2589693
2015m8,.5076959
2015m9,1.023135
2015m10,.588074
2015m11,-.3417911
2015m12,-1.116262
2016m1,-1.334024
2016m2,-1.419488
2016m3,-1.249304
2016m4,-1.015736
