date,swb_security
2008m1,-.5570842
2008m2,.3086101
2008m3,.6104318
2008m4,.7368749
2008m5,.3403406
2008m6,-.1465539
2008m7,.0765216
2008m8,.0186173
2008m9,-.3935637
2008m10,-.7933714
2008m11,-.5862663
2008m12,-.5334902
2009m1,-.8453434
2009m2,-.6028927
2009m3,-.2511373
2009m4,.3990652
2009m5,.7218331
2009m6,.895365
2009m7,.5516317
2009m8,.2803926
2009m9,-.0693292
2009m10,-.6130669
2009m11,-1.107227
2009m12,-1.118629
2010m1,-.7448097
2010m2,-.4384634
2010m3,-.0757885
2010m4,.3232957
2010m5,.6050805
2010m6,.8815546
2010m7,.9088092
2010m8,.9961353
2010m9,.6693777
2010m10,.2364303
2010m11,-.3864711
2010m12,-.7080097
2011m1,-.2228918
2011m2,.353094
2011m3,.4527237
2011m4,.5083513
2011m5,.6449053
2011m6,.7256008
2011m7,.5626891
2011m8,.3609731
2011m9,.2367828
2011m10,.1143774
2011m11,.0675795
2011m12,.1197773
2012m1,.1995329
2012m2,.5357785
2012m3,1.218094
2012m4,1.472399
2012m5,1.647192
2012m6,1.62271
2012m7,1.27387
2012m8,.944804
2012m9,.4069688
2012m10,-.0890117
2012m11,-.2870186
2012m12,-.4175599
2013m1,.0683662
2013m2,.6867996
2013m3,1.109096
2013m4,1.389398
2013m5,1.490341
2013m6,1.110429
2013m7,.8080802
2013m8,.7346548
2013m9,.469733
2013m10,.190991
2013m11,.1261191
2013m12,.2453628
2014m1,.6592956
2014m2,1.002729
2014m3,1.261844
2014m4,1.357542
2014m5,1.500579
2014m6,1.70012
2014m7,1.60153
2014m8,1.349214
2014m9,1.046899
2014m10,.977444
2014m11,.9763145
2014m12,1.083651
2015m1,1.381675
2015m2,1.412986
2015m3,1.323483
2015m4,1.112935
2015m5,1.175012
2015m6,1.415627
2015m7,1.686049
2015m8,1.532929
2015m9,1.468351
2015m10,1.16391
2015m11,1.085561
2015m12,1.112533
2016m1,1.220124
2016m2,1.321206
2016m3,1.193024
2016m4,.8948191
