date,cat_education
2011m1,1.912975
2011m2,1.740447
2011m3,1.516072
2011m4,1.308612
2011m5,1.044695
2011m6,.6791694
2011m7,.4368263
2011m8,.4723323
2011m9,.7609136
2011m10,.9893898
2011m11,.9574906
2011m12,.8414427
2012m1,1.033054
2012m2,1.222885
2012m3,1.22228
2012m4,1.15702
2012m5,.9194036
2012m6,.5088692
2012m7,.2374247
2012m8,.2674979
2012m9,.6009197
2012m10,.8567297
2012m11,.8614016
2012m12,.6969885
2013m1,.8732373
2013m2,1.034215
2013m3,1.045991
2013m4,.9690714
2013m5,.6039531
2013m6,-.0855263
2013m7,-.8977636
2013m8,-1.287333
2013m9,-1.332261
2013m10,-1.226507
2013m11,-1.13303
2013m12,-.9540024
2014m1,-.7443227
2014m2,-.6880134
2014m3,-.7919961
2014m4,-.8669485
2014m5,-.9023476
2014m6,-.9481876
2014m7,-1.072847
2014m8,-1.141812
2014m9,-1.07125
2014m10,-1.059781
2014m11,-1.124698
2014m12,-1.191016
2015m1,-1.148233
2015m2,-1.07935
2015m3,-.9975864
2015m4,-.8398017
2015m5,-.6924043
2015m6,-.7020324
2015m7,-.7710246
2015m8,-.6755474
2015m9,-.4944815
2015m10,-.4644402
2015m11,-.4382607
2015m12,-.298235
2016m1,-.0933391
2016m2,.0265884
2016m3,.1161272
2016m4,.3003546
