date,cat_healthy_habits
2008m1,-.1933112
2008m2,-.5659502
2008m3,-1.01962
2008m4,-1.257087
2008m5,-1.313057
2008m6,-1.01214
2008m7,-.7918538
2008m8,-.958742
2008m9,-1.298241
2008m10,-1.581513
2008m11,-1.478952
2008m12,-.9801451
2009m1,-.3087441
2009m2,-.0476847
2009m3,-.0704723
2009m4,-.1367435
2009m5,-.1541095
2009m6,-.3005171
2009m7,-.4782545
2009m8,-.4100164
2009m9,-.0556469
2009m10,.5615568
2009m11,1.332207
2009m12,1.863582
2010m1,2.275488
2010m2,2.193469
2010m3,2.122874
2010m4,1.873958
2010m5,1.889454
2010m6,1.986977
2010m7,1.908834
2010m8,1.432858
2010m9,.9553683
2010m10,.4926688
2010m11,.3325697
2010m12,.3423898
2011m1,.5063744
2011m2,.4823101
2011m3,.3758775
2011m4,.2205646
2011m5,.1199633
2011m6,.178947
2011m7,.0405823
2011m8,-.291741
2011m9,-.546455
2011m10,-.7244335
2011m11,-.7154698
2011m12,-.4974108
2012m1,.2294108
2012m2,.6065364
2012m3,.6746158
2012m4,.4392663
2012m5,.2359533
2012m6,.2656127
2012m7,.3771631
2012m8,.1818332
2012m9,-.2436736
2012m10,-.6935777
2012m11,-.8188574
2012m12,-.4223281
2013m1,.4240192
2013m2,.7261954
2013m3,.5733564
2013m4,.3700331
2013m5,.2377064
2013m6,.078269
2013m7,-.0569701
2013m8,-.2961087
2013m9,-.4230136
2013m10,-.5124593
2013m11,-.508624
2013m12,-.3469073
2014m1,.1063753
2014m2,.3487786
2014m3,.4498347
2014m4,.3291768
2014m5,.0883667
2014m6,-.1011785
2014m7,-.3253002
2014m8,-.5816516
2014m9,-.8252774
2014m10,-.9873991
2014m11,-1.016943
2014m12,-.6385468
2015m1,-.0133036
2015m2,.1984065
2015m3,.2460084
2015m4,.0758794
2015m5,-.1333964
2015m6,-.4109242
2015m7,-.7712106
2015m8,-1.038772
2015m9,-1.207877
2015m10,-1.33926
2015m11,-1.19747
2015m12,-.7251171
2016m1,-.0224753
2016m2,.4149145
2016m3,.6754311
2016m4,1.004917
