anger
-1.094859
-.6629666
.1854517
.2111537
-.4807083
.3936714
-.4968795
.1002847
.3001226
.7916402
1.00426
-.106
-.824121
-.1079742
-.5974945
.0207366
-.1969148
1.537337
-.7046838
-.5191094
.6746197
.6052485
.7782772
.173323
-.7193061
.371464
-.4442287
-.2012972
-.265834
.05077
-1.241007
-.0957467
-.1565504
.2665041
-.396044
.090703
-.2763203
-.725887
-.1936333
-.4381093
-.5369008
-.5402616
-.0475776
-.1024997
-.2219589
-.0465868
-.2099668
-.7011953
-.761318
-.3302566
-.3254921
-.1742985
.6099071
1.066698
-.2072441
-.3172581
-.0336827
