date,cat_social_progress
2011m1,1.018399
2011m2,1.091407
2011m3,1.024857
2011m4,.8874837
2011m5,.5235306
2011m6,-.0395424
2011m7,-.5780112
2011m8,-.6779097
2011m9,-.1803136
2011m10,.4609568
2011m11,.7853143
2011m12,.7672228
2012m1,.9564481
2012m2,1.220598
2012m3,1.38985
2012m4,1.500316
2012m5,1.305681
2012m6,.7728288
2012m7,.2548157
2012m8,.1309946
2012m9,.3588858
2012m10,.6895977
2012m11,.807445
2012m12,.7217107
2013m1,.9634586
2013m2,1.419716
2013m3,1.699458
2013m4,1.69718
2013m5,1.303023
2013m6,.4182125
2013m7,-.6748509
2013m8,-1.280383
2013m9,-1.328495
2013m10,-1.182496
2013m11,-1.073837
2013m12,-.88779
2014m1,-.6017033
2014m2,-.5372022
2014m3,-.6570132
2014m4,-.7440836
2014m5,-.8970504
2014m6,-1.241815
2014m7,-1.412709
2014m8,-1.367367
2014m9,-1.167131
2014m10,-.947405
2014m11,-.8642552
2014m12,-.8381411
2015m1,-.7142739
2015m2,-.4986273
2015m3,-.2793085
2015m4,-.100348
2015m5,.0608316
2015m6,-.1054962
2015m7,-.3965243
2015m8,-.4848745
2015m9,-.4386338
2015m10,-.5846551
2015m11,-.7402621
2015m12,-.6676677
2016m1,-.3761188
2016m2,-.103883
2016m3,.066394
2016m4,.3735618
