date,cat_health_conditions
2011m1,.1076329
2011m2,.3701611
2011m3,.4756871
2011m4,.3348511
2011m5,-.1299506
2011m6,-.4093212
2011m7,-.5902675
2011m8,-.4802886
2011m9,.1662223
2011m10,.9022689
2011m11,.8673519
2011m12,.2500379
2012m1,.1933596
2012m2,.6567093
2012m3,1.084846
2012m4,.8553107
2012m5,-.2478566
2012m6,-1.058797
2012m7,-1.401097
2012m8,-1.172036
2012m9,-.4649262
2012m10,.1068739
2012m11,.1100542
2012m12,-.261757
2013m1,-.0404154
2013m2,.5838508
2013m3,.7764258
2013m4,.407566
2013m5,-.2918281
2013m6,-.7683861
2013m7,-.9338554
2013m8,-.8726325
2013m9,-.4746599
2013m10,-.0019642
2013m11,.0585455
2013m12,-.3254511
2014m1,-.4580029
2014m2,-.1884337
2014m3,-.0494776
2014m4,-.2861454
2014m5,-.7859826
2014m6,-1.030756
2014m7,-1.051933
2014m8,-.7524152
2014m9,.1010898
2014m10,.6514412
2014m11,.5277154
2014m12,.3141757
2015m1,.3103556
2015m2,.7115559
2015m3,.8252258
2015m4,.6217373
2015m5,.0950048
2015m6,-.1886639
2015m7,-.3718526
2015m8,-.355796
2015m9,-.1595197
2015m10,.0020914
2015m11,-.0471633
2015m12,.11938
2016m1,.6638447
2016m2,1.118699
2016m3,.912448
2016m4,.3691116
