region,date,islam
Picardie,2013m1,-1.2156022
Picardie,2013m2,-.45341241
Picardie,2013m3,.42403182
Picardie,2013m4,-.65123546
Picardie,2013m5,-.61037296
Picardie,2013m6,.61602527
Picardie,2013m7,1.1307873
Picardie,2013m8,1.2517043
Picardie,2013m9,.89840025
Picardie,2013m10,.024226658
Picardie,2013m11,.013371803
Picardie,2013m12,-.39283907
Picardie,2014m1,-1.2873545
Picardie,2014m2,-.72207814
Picardie,2014m3,-.13318889
Picardie,2014m4,-.037740842
Picardie,2014m5,-.17000765
Picardie,2014m6,-.41116402
Picardie,2014m7,-.063011795
Picardie,2014m8,-.59364301
Picardie,2014m9,1.1397585
Picardie,2014m10,-.21539377
Picardie,2014m11,-.5233736
Picardie,2014m12,-.19223329
Picardie,2015m1,3.1180849
Picardie,2015m2,-.15799116
Picardie,2015m3,.20092693
Picardie,2015m4,-.060248155
Picardie,2015m5,-.12477433
Picardie,2015m6,-.15389374
Picardie,2015m7,-.70281553
Picardie,2015m8,-.5707258
Picardie,2015m9,-.040304959
Picardie,2015m10,-.84812355
Picardie,2015m11,1.1377621
Picardie,2015m12,.3999157
Picardie,2016m1,-.59876871
Picardie,2016m2,-1.1600028
Picardie,2016m3,-.45425126
Picardie,2016m4,-.18053955
Picardie,2016m5,.52065569
Picardie,2016m6,-.17479934
Picardie,2016m7,1.2057326
Picardie,2016m8,.51832366
Picardie,2016m9,.30207685
Picardie,2016m10,.82428658
Picardie,2016m11,-1.0614833
Picardie,2016m12,-.31775633
Picardie,2017m1,-.23564766
Picardie,2017m2,-.10733216
Picardie,2017m3,.062428981
