date,swb_stress
2008m1,-1.343733
2008m2,-1.16041
2008m3,-.9238555
2008m4,-.7312034
2008m5,-.5273479
2008m6,-.3582453
2008m7,-.0185382
2008m8,.196573
2008m9,.5105318
2008m10,1.178954
2008m11,1.684696
2008m12,1.656647
2009m1,1.347688
2009m2,1.260709
2009m3,1.010855
2009m4,.7403641
2009m5,.689026
2009m6,.7375519
2009m7,1.096681
2009m8,1.464558
2009m9,1.966744
2009m10,2.465836
2009m11,2.303351
2009m12,1.827058
2010m1,1.376037
2010m2,1.564324
2010m3,1.917903
2010m4,2.080414
2010m5,1.868287
2010m6,1.872161
2010m7,2.223759
2010m8,2.607198
2010m9,2.817888
2010m10,2.966758
2010m11,2.357626
2010m12,1.536055
2011m1,.668563
2011m2,.4453147
2011m3,.568111
2011m4,.6659678
2011m5,.6345733
2011m6,1.011757
2011m7,1.528964
2011m8,1.757973
2011m9,1.893108
2011m10,2.128267
2011m11,1.841683
2011m12,1.39805
2012m1,.8575038
2012m2,.7031818
2012m3,.8722966
2012m4,1.098843
2012m5,1.225212
2012m6,1.23824
2012m7,1.263821
2012m8,1.483724
2012m9,1.930066
2012m10,2.25545
2012m11,2.059644
2012m12,1.55215
2013m1,1.154053
2013m2,.9397544
2013m3,.8343342
2013m4,.7920263
2013m5,.6877933
2013m6,.6686524
2013m7,.8527262
2013m8,1.35065
2013m9,1.948682
2013m10,2.22347
2013m11,1.691468
2013m12,1.003291
2014m1,.37335
2014m2,.1689064
2014m3,.2278344
2014m4,.3203398
2014m5,.2750833
2014m6,.4261295
2014m7,.8057944
2014m8,1.011148
2014m9,1.22594
2014m10,1.400669
2014m11,1.340125
2014m12,1.07702
2015m1,.6705807
2015m2,.5340239
2015m3,.5460193
2015m4,.4256148
2015m5,.3306457
2015m6,.3144971
2015m7,.4568504
2015m8,.8075525
2015m9,1.158297
2015m10,1.30847
2015m11,1.033926
2015m12,.8260896
2016m1,.6829653
2016m2,.6125749
2016m3,.9107989
2016m4,1.326867
