healthy_habits_f
-.211222
.2583255
.9141661
-.5112058
-.2259629
.7993459
.1467948
-.2093133
-1.371666
-2.172062
-.9313441
-1.157973
.1480536
.8720687
.5970901
1.154137
.3868711
2.17631
1.800041
.489969
-1.087924
-1.238723
-.9260494
-1.117244
.9157407
1.327927
.6073937
.4029517
.7816094
.6784267
.1092314
.4446773
-.5295222
-1.894334
-.2260788
-1.116905
2.911312
-.365672
.5240976
-.1124422
-.2060496
.2348644
.7181253
-.8229741
-1.271768
-1.36794
-.4107009
-.6887616
1.073235
-.3235326
.7821169
-.1357945
-.8430719
.6136981
.3293919
.7170759
-1.43881
