big_picture_f
.4845224
.7538887
.5613669
.3389831
-.4938202
-1.260648
-1.639552
-.6681275
1.109579
.8430238
.9472266
.0580389
.4160219
.4230843
-.140775
.1238899
-.3766761
-1.814647
-2.026727
-.537298
.9083219
.7517303
.6915959
-.0030205
.0330326
.8086821
.024282
.0456498
-.5529596
-1.829393
-1.815303
-.6970075
1.177037
.6464283
1.052908
.4000672
.2474602
.8198859
.3341545
.4885444
-.4308927
-1.450864
-1.9591
-.6142708
1.201163
1.099433
1.036138
.4720819
.6979866
1.141714
1.066311
.8682273
.012913
-1.704034
-2.214061
-1.08373
1.227532
