region,date,islam
Nord-Pas-de-Calais,2013m1,-.99003983
Nord-Pas-de-Calais,2013m2,.22926754
Nord-Pas-de-Calais,2013m3,.28178015
Nord-Pas-de-Calais,2013m4,-.27865174
Nord-Pas-de-Calais,2013m5,.22411305
Nord-Pas-de-Calais,2013m6,.0146099
Nord-Pas-de-Calais,2013m7,.35991162
Nord-Pas-de-Calais,2013m8,.42823806
Nord-Pas-de-Calais,2013m9,-.51832914
Nord-Pas-de-Calais,2013m10,-.20648874
Nord-Pas-de-Calais,2013m11,.39966062
Nord-Pas-de-Calais,2013m12,-.2724776
Nord-Pas-de-Calais,2014m1,-.16945359
Nord-Pas-de-Calais,2014m2,-.79884374
Nord-Pas-de-Calais,2014m3,.30165231
Nord-Pas-de-Calais,2014m4,.11713026
Nord-Pas-de-Calais,2014m5,-.18018317
Nord-Pas-de-Calais,2014m6,.92275792
Nord-Pas-de-Calais,2014m7,1.0826724
Nord-Pas-de-Calais,2014m8,-.4662483
Nord-Pas-de-Calais,2014m9,.530487
Nord-Pas-de-Calais,2014m10,-.33603173
Nord-Pas-de-Calais,2014m11,-.57984662
Nord-Pas-de-Calais,2014m12,.22921123
Nord-Pas-de-Calais,2015m1,2.5599399
Nord-Pas-de-Calais,2015m2,.5629918
Nord-Pas-de-Calais,2015m3,-.005789557
Nord-Pas-de-Calais,2015m4,.019047465
Nord-Pas-de-Calais,2015m5,.4086301
Nord-Pas-de-Calais,2015m6,.015176158
Nord-Pas-de-Calais,2015m7,-.23758467
Nord-Pas-de-Calais,2015m8,-.8294853
Nord-Pas-de-Calais,2015m9,.094162606
Nord-Pas-de-Calais,2015m10,-.23000273
Nord-Pas-de-Calais,2015m11,1.2350347
Nord-Pas-de-Calais,2015m12,.11919826
Nord-Pas-de-Calais,2016m1,-.74003905
Nord-Pas-de-Calais,2016m2,-.94086319
Nord-Pas-de-Calais,2016m3,-.33596224
Nord-Pas-de-Calais,2016m4,.3069492
Nord-Pas-de-Calais,2016m5,-.46236053
Nord-Pas-de-Calais,2016m6,.18252599
Nord-Pas-de-Calais,2016m7,-.018059745
Nord-Pas-de-Calais,2016m8,.61048347
Nord-Pas-de-Calais,2016m9,.5359146
Nord-Pas-de-Calais,2016m10,.17116089
Nord-Pas-de-Calais,2016m11,-1.0331674
Nord-Pas-de-Calais,2016m12,-.89278209
Nord-Pas-de-Calais,2017m1,-.21788928
Nord-Pas-de-Calais,2017m2,-.98448354
Nord-Pas-de-Calais,2017m3,-.54285753
