date,swb_respect
2008m1,-1.429844
2008m2,-1.044664
2008m3,-.8201289
2008m4,-.2518813
2008m5,.0055337
2008m6,-.3349474
2008m7,-.3118962
2008m8,.0235652
2008m9,.6401795
2008m10,1.145139
2008m11,1.613134
2008m12,1.314286
2009m1,1.249313
2009m2,1.147806
2009m3,1.126993
2009m4,1.033267
2009m5,1.246906
2009m6,1.373664
2009m7,1.322483
2009m8,1.05305
2009m9,.8429129
2009m10,.4161462
2009m11,.0472836
2009m12,.055185
2010m1,.9394904
2010m2,1.394995
2010m3,1.560003
2010m4,1.089032
2010m5,.5919273
2010m6,.204722
2010m7,.0892597
2010m8,.3731627
2010m9,.6719005
2010m10,.5858666
2010m11,.8694329
2010m12,1.419421
2011m1,1.901469
2011m2,1.98677
2011m3,1.751312
2011m4,1.307357
2011m5,1.087884
2011m6,1.224314
2011m7,1.326162
2011m8,1.392843
2011m9,1.398637
2011m10,1.187559
2011m11,1.266497
2011m12,1.600348
2012m1,1.893602
2012m2,1.808098
2012m3,1.375259
2012m4,.975518
2012m5,.8458404
2012m6,.8661864
2012m7,.7502494
2012m8,.6981962
2012m9,.7863345
2012m10,.8679585
2012m11,1.193017
2012m12,1.518707
2013m1,1.613928
2013m2,1.355998
2013m3,.9633473
2013m4,.7503954
2013m5,.9604148
2013m6,1.298902
2013m7,1.687727
2013m8,2.010439
2013m9,2.156224
2013m10,1.979681
2013m11,2.01053
2013m12,2.301297
2014m1,2.530758
2014m2,2.462497
2014m3,2.154422
2014m4,1.901608
2014m5,1.862409
2014m6,1.943471
2014m7,1.81033
2014m8,1.480838
2014m9,1.213345
2014m10,1.013049
2014m11,1.052351
2014m12,1.056164
2015m1,1.107859
2015m2,.9644026
2015m3,.5934671
2015m4,.3182932
2015m5,.3462254
2015m6,.3067209
2015m7,.1367694
2015m8,.1938436
2015m9,.4049809
2015m10,.7576735
2015m11,1.163896
2015m12,1.735237
2016m1,2.08555
2016m2,2.300999
2016m3,2.221907
2016m4,2.188036
