date,cat_spirituality
2008m1,.1530162
2008m2,.2714531
2008m3,-.0005952
2008m4,-.2637762
2008m5,-.4992874
2008m6,-.8410518
2008m7,-1.131065
2008m8,-1.162813
2008m9,-.7858894
2008m10,-.4091119
2008m11,-.5186046
2008m12,-.5886044
2009m1,-.5937974
2009m2,-.4629394
2009m3,-.3362543
2009m4,-.2283479
2009m5,-.3389924
2009m6,-.7382913
2009m7,-1.045991
2009m8,-.9189715
2009m9,-.120174
2009m10,.9878016
2009m11,1.677308
2009m12,1.884052
2010m1,1.968178
2010m2,2.201044
2010m3,1.902858
2010m4,1.388457
2010m5,.7138228
2010m6,.2131366
2010m7,.4454271
2010m8,1.084534
2010m9,1.391394
2010m10,1.015326
2010m11,.6505793
2010m12,.471945
2011m1,.3562796
2011m2,.2742699
2011m3,.146623
2011m4,.0617936
2011m5,-.0810721
2011m6,-.4602924
2011m7,-.4714167
2011m8,.127261
2011m9,1.072609
2011m10,1.679569
2011m11,1.291024
2011m12,.5451368
2012m1,.1900409
2012m2,.3144869
2012m3,.6263686
2012m4,.8474349
2012m5,.422769
2012m6,-.2729919
2012m7,-.7585909
2012m8,-.8019707
2012m9,-.3381797
2012m10,-.072889
2012m11,-.1876393
2012m12,-.4244012
2013m1,-.4171516
2013m2,-.1468663
2013m3,.0298065
2013m4,.1007028
2013m5,-.2246297
2013m6,-.5604538
2013m7,-.8376122
2013m8,-.9135556
2013m9,-.490174
2013m10,-.081308
2013m11,.0424101
2013m12,-.1101231
2014m1,-.3860455
2014m2,-.5248321
2014m3,-.5848993
2014m4,-.6720552
2014m5,-.832172
2014m6,-1.105815
2014m7,-1.229344
2014m8,-1.129018
2014m9,-.5859132
2014m10,-.1086832
2014m11,.0871741
2014m12,.0783487
2015m1,.2768259
2015m2,.6656216
2015m3,.8029749
2015m4,.5566034
2015m5,-.1152394
2015m6,-.8079134
2015m7,-1.174553
2015m8,-.9343204
2015m9,-.2551335
2015m10,.0852295
2015m11,.0471344
2015m12,-.2179243
2016m1,-.3213879
2016m2,-.0238218
2016m3,.2429825
2016m4,.2531323
