date,swb_security
2008m1,-.3090946
2008m2,-.0227027
2008m3,.0568214
2008m4,.3311196
2008m5,.7327
2008m6,.76164
2008m7,.5095198
2008m8,.2121101
2008m9,-.245487
2008m10,-.5980837
2008m11,-.7096213
2008m12,-.5501266
2009m1,-.1670665
2009m2,.2707643
2009m3,.6314414
2009m4,.7260469
2009m5,.7308896
2009m6,.8431842
2009m7,.9490951
2009m8,.9481444
2009m9,.69089
2009m10,.4486207
2009m11,.3748893
2009m12,.2384011
2010m1,.1746586
2010m2,.3595986
2010m3,.4112598
2010m4,.344177
2010m5,.3843588
2010m6,.6002668
2010m7,.9112043
2010m8,.7348102
2010m9,.0748823
2010m10,-.3224958
2010m11,.0243902
2010m12,.3470785
2011m1,.6951352
2011m2,1.076346
2011m3,1.400658
2011m4,1.599427
2011m5,1.649017
2011m6,1.536388
2011m7,1.389953
2011m8,1.241541
2011m9,1.156442
2011m10,1.05876
2011m11,1.055999
2011m12,1.129086
2012m1,1.562365
2012m2,2.054597
2012m3,2.372297
2012m4,2.431985
2012m5,2.278819
2012m6,2.112737
2012m7,1.890109
2012m8,1.698367
2012m9,1.512891
2012m10,1.401058
2012m11,1.256647
2012m12,1.28289
2013m1,1.485279
2013m2,1.857307
2013m3,2.100087
2013m4,2.256117
2013m5,2.320533
2013m6,2.284598
2013m7,2.228898
2013m8,2.201819
2013m9,2.142514
2013m10,2.046633
2013m11,1.988496
2013m12,1.842958
2014m1,1.919159
2014m2,2.186701
2014m3,2.456118
2014m4,2.620326
2014m5,2.640088
2014m6,2.570528
2014m7,2.49483
2014m8,2.435102
2014m9,2.341352
2014m10,2.275485
2014m11,2.088199
2014m12,1.938829
2015m1,2.002806
2015m2,2.268875
2015m3,2.368599
2015m4,2.359507
2015m5,2.266267
2015m6,2.183155
2015m7,2.160381
2015m8,2.160172
2015m9,2.184025
2015m10,2.130085
2015m11,2.127069
2015m12,2.134323
2016m1,2.235091
2016m2,2.211479
2016m3,1.800357
2016m4,.6772916
