region,date,recherche_emploi
Franche-Comte,2013m1,-.16222757
Franche-Comte,2013m2,-.24359614
Franche-Comte,2013m3,.3186301
Franche-Comte,2013m4,-.44576147
Franche-Comte,2013m5,-.20952052
Franche-Comte,2013m6,-.83952767
Franche-Comte,2013m7,-1.36825
Franche-Comte,2013m8,-1.7082202
Franche-Comte,2013m9,1.4966742
Franche-Comte,2013m10,.58116513
Franche-Comte,2013m11,.46477014
Franche-Comte,2013m12,-1.0983635
Franche-Comte,2014m1,1.3689706
Franche-Comte,2014m2,.79849505
Franche-Comte,2014m3,.54521132
Franche-Comte,2014m4,.16999583
Franche-Comte,2014m5,-.30584505
Franche-Comte,2014m6,.011065735
Franche-Comte,2014m7,-.74043912
Franche-Comte,2014m8,-1.2135931
Franche-Comte,2014m9,1.1218793
Franche-Comte,2014m10,.65687734
Franche-Comte,2014m11,.42570269
Franche-Comte,2014m12,-1.4428211
Franche-Comte,2015m1,1.2150352
Franche-Comte,2015m2,1.0170897
Franche-Comte,2015m3,.7483393
Franche-Comte,2015m4,-.17200227
Franche-Comte,2015m5,-.46942255
Franche-Comte,2015m6,.26733685
Franche-Comte,2015m7,-.97545344
Franche-Comte,2015m8,-.4416104
Franche-Comte,2015m9,1.5177224
Franche-Comte,2015m10,.74864221
Franche-Comte,2015m11,-.060961641
Franche-Comte,2015m12,-1.2201681
Franche-Comte,2016m1,.8533628
Franche-Comte,2016m2,.61499137
Franche-Comte,2016m3,.69100004
Franche-Comte,2016m4,-.037809703
Franche-Comte,2016m5,.098581083
Franche-Comte,2016m6,-.39782068
Franche-Comte,2016m7,-1.5898536
Franche-Comte,2016m8,-.75490654
Franche-Comte,2016m9,.71972686
Franche-Comte,2016m10,.043933954
Franche-Comte,2016m11,-.53192061
Franche-Comte,2016m12,-1.6259561
Franche-Comte,2017m1,.49501151
Franche-Comte,2017m2,1.0923274
Franche-Comte,2017m3,.20432234
