date,cat_healthy_habits
2008m1,.2344004
2008m2,-.5472822
2008m3,-.8518521
2008m4,-.8029393
2008m5,-.8467426
2008m6,-1.124093
2008m7,-1.4995
2008m8,-1.65672
2008m9,-1.674169
2008m10,-1.60624
2008m11,-1.458565
2008m12,-1.162618
2009m1,-.5960075
2009m2,-.1248254
2009m3,-.0413726
2009m4,-.1002467
2009m5,-.1981171
2009m6,-.327811
2009m7,-.5079799
2009m8,-.6568221
2009m9,-.4276255
2009m10,.0057869
2009m11,.4387534
2009m12,1.043338
2010m1,2.05775
2010m2,2.346593
2010m3,2.197149
2010m4,1.673059
2010m5,1.214053
2010m6,.8096563
2010m7,.3471977
2010m8,-.0875344
2010m9,-.3491786
2010m10,-.4089206
2010m11,-.2277021
2010m12,.1244244
2011m1,.7684803
2011m2,.922823
2011m3,.8145074
2011m4,.4695496
2011m5,.1388635
2011m6,-.1208854
2011m7,-.4388635
2011m8,-.6725574
2011m9,-.7223667
2011m10,-.6261345
2011m11,-.4446056
2011m12,-.0957596
2012m1,.5007557
2012m2,.681471
2012m3,.7043601
2012m4,.5300127
2012m5,.219023
2012m6,-.0996125
2012m7,-.3636343
2012m8,-.7358424
2012m9,-.9630456
2012m10,-1.017748
2012m11,-.9156352
2012m12,-.446416
2013m1,.4498905
2013m2,1.069037
2013m3,1.239291
2013m4,.9627767
2013m5,.4873841
2013m6,.0628433
2013m7,-.3726029
2013m8,-.6522635
2013m9,-.6846424
2013m10,-.6099389
2013m11,-.4418311
2013m12,-.2129448
2014m1,.4337625
2014m2,.8577998
2014m3,.9481876
2014m4,.7056044
2014m5,.3877086
2014m6,.1321699
2014m7,-.076514
2014m8,-.3795605
2014m9,-.6005008
2014m10,-.6636659
2014m11,-.4363619
2014m12,.1280931
2015m1,.9531572
2015m2,1.146283
2015m3,1.056225
2015m4,.8082336
2015m5,.4373894
2015m6,.0741831
2015m7,-.3303328
2015m8,-.6287107
2015m9,-.9054972
2015m10,-1.009155
2015m11,-.7608036
2015m12,-.2216294
2016m1,.6541711
2016m2,1.065334
2016m3,.9959988
2016m4,.6373951
