date,swb_stress
2011m1,-.0940455
2011m2,-.1136201
2011m3,-.11462
2011m4,-.214779
2011m5,-.4712851
2011m6,-.4524906
2011m7,.1423247
2011m8,1.123714
2011m9,1.329833
2011m10,1.071259
2011m11,.5188012
2011m12,-.1356677
2012m1,-.2567323
2012m2,-.0254185
2012m3,-.1649362
2012m4,-.2109916
2012m5,-.2218718
2012m6,-.1013644
2012m7,.3534252
2012m8,.8888721
2012m9,1.332925
2012m10,1.559522
2012m11,1.213543
2012m12,.5019025
2013m1,-.1281927
2013m2,-.5810508
2013m3,-.8489487
2013m4,-.8214712
2013m5,-.7320552
2013m6,-.6442545
2013m7,-.5234283
2013m8,-.1981702
2013m9,-.1380328
2013m10,-.4408109
2013m11,-.898526
2013m12,-.7525729
2014m1,-.349427
2014m2,-.071314
2014m3,-.2566086
2014m4,-.4762267
2014m5,-.8011481
2014m6,-.9210742
2014m7,-.5025909
2014m8,.0134493
2014m9,.1655818
2014m10,.129847
2014m11,-.2880107
2014m12,-.661153
2015m1,-.5592296
2015m2,-.8728492
2015m3,-.9131274
2015m4,-.8759122
2015m5,-1.147657
2015m6,-1.345442
2015m7,-1.02233
2015m8,-.1644211
2015m9,.3905141
2015m10,.1982114
2015m11,-.4614435
2015m12,-.8960793
2016m1,-.91235
2016m2,-.656859
2016m3,-.817466
2016m4,-1.336038
