date,cat_summer_leisure
2008m1,-.7052373
2008m2,-.195683
2008m3,.3924217
2008m4,1.044737
2008m5,1.61598
2008m6,1.948204
2008m7,1.71664
2008m8,1.023664
2008m9,.2055759
2008m10,-.4491984
2008m11,-.8307835
2008m12,-.9029509
2009m1,-.6774783
2009m2,-.2584035
2009m3,.2896758
2009m4,.8621212
2009m5,1.441671
2009m6,1.747511
2009m7,1.502133
2009m8,.8476524
2009m9,.1010582
2009m10,-.4921739
2009m11,-.8286872
2009m12,-.9302643
2010m1,-.7476609
2010m2,-.3597066
2010m3,.2592067
2010m4,.9321098
2010m5,1.46941
2010m6,1.728983
2010m7,1.545381
2010m8,.9332157
2010m9,.1739264
2010m10,-.444337
2010m11,-.8391189
2010m12,-.979933
2011m1,-.8960147
2011m2,-.6358147
2011m3,-.1774288
2011m4,.4089383
2011m5,1.005577
2011m6,1.404675
2011m7,1.290603
2011m8,.6461734
2011m9,-.1518033
2011m10,-.7713447
2011m11,-1.129642
2011m12,-1.194033
2012m1,-1.011999
2012m2,-.6246141
2012m3,-.0571129
2012m4,.5608588
2012m5,1.152259
2012m6,1.371233
2012m7,1.067858
2012m8,.4183265
2012m9,-.2895639
2012m10,-.857469
2012m11,-1.198157
2012m12,-1.269718
2013m1,-1.112087
2013m2,-.815199
2013m3,-.3656315
2013m4,.1931457
2013m5,.6851466
2013m6,.903034
2013m7,.7113158
2013m8,.2257167
2013m9,-.3653623
2013m10,-.8835086
2013m11,-1.233068
2013m12,-1.327574
2014m1,-1.168442
2014m2,-.8372658
2014m3,-.3216107
2014m4,.2896042
2014m5,.8053603
2014m6,1.059106
2014m7,.8195392
2014m8,.2460419
2014m9,-.4202492
2014m10,-.9549395
2014m11,-1.25393
2014m12,-1.284661
2015m1,-1.119043
2015m2,-.8025573
2015m3,-.2899542
2015m4,.3162595
2015m5,.841361
2015m6,1.013259
2015m7,.8042088
2015m8,.2900953
2015m9,-.3417009
2015m10,-.8714895
2015m11,-1.193709
2015m12,-1.247134
2016m1,-1.088934
2016m2,-.7891113
2016m3,-.3778931
2016m4,.0604133
