date,swb_anger
2011m1,-.8801021
2011m2,-.752208
2011m3,-.5655703
2011m4,-.2471096
2011m5,.2432893
2011m6,.3792954
2011m7,.6129201
2011m8,.9983431
2011m9,.8652852
2011m10,.5000479
2011m11,-.0022061
2011m12,-.2438082
2012m1,-.4448351
2012m2,-.6274107
2012m3,-.4178012
2012m4,-.1237857
2012m5,.02458
2012m6,.0002339
2012m7,.180536
2012m8,.7365444
2012m9,1.062124
2012m10,.8923463
2012m11,.4294946
2012m12,.0684104
2013m1,-.2344754
2013m2,-.1857062
2013m3,-.0178211
2013m4,.2508603
2013m5,.3492886
2013m6,.2794457
2013m7,.5018901
2013m8,1.010365
2013m9,1.382263
2013m10,1.392953
2013m11,1.17222
2013m12,.8286778
2014m1,.6039082
2014m2,.5341409
2014m3,.5888557
2014m4,.6905435
2014m5,.7815782
2014m6,.8608313
2014m7,1.072166
2014m8,1.653869
2014m9,1.833076
2014m10,1.775417
2014m11,1.636309
2014m12,1.463334
2015m1,1.162988
2015m2,.9878702
2015m3,1.014228
2015m4,1.167303
2015m5,1.152123
2015m6,.9591884
2015m7,1.119239
2015m8,1.843009
2015m9,2.032228
2015m10,1.670764
2015m11,1.234772
2015m12,.9859898
2016m1,.7880167
2016m2,.5435728
2016m3,-.2796434
2016m4,-2.019246
