learn
-1.432132
.2323645
1.774965
.990062
.0931853
-.4759367
-1.626789
-1.494155
1.594553
1.00766
.7396784
-.4028001
.4188565
.6462578
1.687906
1.098452
.0925715
-.329829
-.1631204
1.287697
.8611212
.6552441
-.367962
-.3602286
-1.078174
1.377546
1.431928
1.37245
1.748806
.1990848
.195838
1.04895
1.100243
2.450344
1.73357
.3140329
-1.125723
.2658134
.3776207
.7153754
-.5256662
-.4186646
-1.14388
.9417283
-.0552364
-.2985876
.5687382
-.7513872
-1.496624
.7936009
.7751009
.3990333
-.30828
-1.426963
.2598656
1.220607
1.051288
