date,swb_anger
2008m1,-1.812247
2008m2,-.9902567
2008m3,-.2168919
2008m4,.2604993
2008m5,.5544021
2008m6,.6340603
2008m7,.6504371
2008m8,.2178452
2008m9,-.030575
2008m10,.2297252
2008m11,.702565
2008m12,.9348698
2009m1,1.086558
2009m2,.955128
2009m3,1.115458
2009m4,1.393949
2009m5,2.070363
2009m6,2.583387
2009m7,2.850403
2009m8,2.746842
2009m9,2.339062
2009m10,1.790885
2009m11,.8963905
2009m12,.2069845
2010m1,-.4152432
2010m2,-.6278218
2010m3,-.2673025
2010m4,.1872191
2010m5,.3898885
2010m6,.7939759
2010m7,1.345374
2010m8,1.365922
2010m9,.9888427
2010m10,.6062338
2010m11,.3528657
2010m12,.1979852
2011m1,-.2900184
2011m2,-.4336219
2011m3,-.1158292
2011m4,.4826511
2011m5,1.016323
2011m6,1.523775
2011m7,1.811984
2011m8,1.576873
2011m9,1.072735
2011m10,.5685495
2011m11,-.0455235
2011m12,-.2848986
2012m1,-.4950517
2012m2,-.4353394
2012m3,-.1244325
2012m4,.3157001
2012m5,.2893926
2012m6,.2033927
2012m7,.1655639
2012m8,.302456
2012m9,.3123422
2012m10,.3743736
2012m11,.5807042
2012m12,.7141518
2013m1,.4603287
2013m2,.0933995
2013m3,-.2483758
2013m4,-.2650459
2013m5,.0774028
2013m6,.4758097
2013m7,.9497232
2013m8,1.101415
2013m9,.9872542
2013m10,.8475229
2013m11,.4223097
2013m12,.2108617
2014m1,-.1440535
2014m2,-.6248556
2014m3,-.7791911
2014m4,-.7142831
2014m5,-.4453897
2014m6,.0847688
2014m7,.6724235
2014m8,.8074513
2014m9,.5313991
2014m10,.3245266
2014m11,-.0395695
2014m12,-.1523683
2015m1,-.295205
2015m2,-.3059967
2015m3,-.0582536
2015m4,.1395539
2015m5,.4311034
2015m6,1.035094
2015m7,1.55817
2015m8,1.61247
2015m9,1.261563
2015m10,1.024243
2015m11,.7223355
2015m12,.3616799
2016m1,-.0771357
2016m2,-.1429156
2016m3,.083406
2016m4,.4661062
