date,cat_healthy_habits
2008m1,-.2028964
2008m2,-.5388056
2008m3,-.7724095
2008m4,-.9364313
2008m5,-1.136866
2008m6,-1.368521
2008m7,-1.354482
2008m8,-1.334891
2008m9,-1.249166
2008m10,-1.384756
2008m11,-1.374057
2008m12,-1.198877
2009m1,-.9362913
2009m2,-.8832625
2009m3,-.7408365
2009m4,-.7055368
2009m5,-.6922488
2009m6,-.7832319
2009m7,-.8258415
2009m8,-.7365546
2009m9,-.3636727
2009m10,.2259289
2009m11,.6066563
2009m12,.9303315
2010m1,1.651743
2010m2,2.045438
2010m3,2.143393
2010m4,2.219793
2010m5,2.166897
2010m6,1.88018
2010m7,1.190962
2010m8,.6207732
2010m9,.3572334
2010m10,.2214601
2010m11,.1409846
2010m12,.2639697
2011m1,.4807127
2011m2,.4885559
2011m3,.370189
2011m4,.3090163
2011m5,.4506075
2011m6,.7096875
2011m7,.470826
2011m8,.0437495
2011m9,-.3142439
2011m10,-.5701603
2011m11,-.7302057
2011m12,-.5378914
2012m1,.1757144
2012m2,.6282407
2012m3,.7053367
2012m4,.61245
2012m5,.5676835
2012m6,.4743685
2012m7,.2433469
2012m8,-.0861596
2012m9,-.391192
2012m10,-.671747
2012m11,-.770566
2012m12,-.4301484
2013m1,.2718815
2013m2,.6062134
2013m3,.8094335
2013m4,.8734711
2013m5,.8137353
2013m6,.6112695
2013m7,.1060812
2013m8,-.3937171
2013m9,-.8000708
2013m10,-1.34611
2013m11,-1.592552
2013m12,-1.420513
2014m1,-.8780971
2014m2,-.4614525
2014m3,-.2873649
2014m4,-.230942
2014m5,-.0969264
2014m6,.1961679
2014m7,.314788
2014m8,.0386006
2014m9,-.2779234
2014m10,-.6140287
2014m11,-.6995423
2014m12,-.4512492
2015m1,.1106909
2015m2,.4328763
2015m3,.6717009
2015m4,.6984819
2015m5,.6067335
2015m6,.7286633
2015m7,.5363016
2015m8,.2376282
2015m9,-.1199603
2015m10,-.4432552
2015m11,-.6078501
2015m12,-.439754
2016m1,.1019824
2016m2,.5472401
2016m3,.9158016
2016m4,1.557289
