stress
-.03505
1.144732
.1932278
.419898
-.9323571
-1.279777
-.8177429
.424425
.826621
1.94122
.2973729
.3929335
.7856245
.1464763
.4111002
-1.358491
-.6319237
-2.865913
-2.710437
.4815597
1.862904
1.50768
2.269636
.7642059
.2048094
.3296837
-.3394844
-1.269
-.6856027
-1.18111
-.4540582
-.3173267
.4208978
2.242059
.9590028
1.204373
-.8665484
1.000992
1.421373
.0038896
.3306876
.2022317
-.6154946
1.663823
1.519613
1.764148
.2908303
.1543397
-.4104788
1.155949
.8788137
.9662581
.8644778
-.2656932
-.6380562
.5330986
1.083577
