region,date,housing
Midi-Pyrenees,2013m1,-.1480573432520032
Midi-Pyrenees,2013m2,-.1408705562353134
Midi-Pyrenees,2013m3,.1009434923529625
Midi-Pyrenees,2013m4,.19296013712883
Midi-Pyrenees,2013m5,-.1965186879038811
Midi-Pyrenees,2013m6,-.258673557639122
Midi-Pyrenees,2013m7,.8945476353168488
Midi-Pyrenees,2013m8,1.191882190108299
Midi-Pyrenees,2013m9,.2477796703577042
Midi-Pyrenees,2013m10,-.833214384317398
Midi-Pyrenees,2013m11,-.9627286076545716
Midi-Pyrenees,2013m12,-1.735192608833313
Midi-Pyrenees,2014m1,-.4481260776519775
Midi-Pyrenees,2014m2,-.2048884820193052
Midi-Pyrenees,2014m3,-.3316259637475014
Midi-Pyrenees,2014m4,-.6272669076919556
Midi-Pyrenees,2014m5,-.6223453551530838
Midi-Pyrenees,2014m6,-.1595554441213608
Midi-Pyrenees,2014m7,.4948066413402558
Midi-Pyrenees,2014m8,.6810020208358765
Midi-Pyrenees,2014m9,.1571465501561761
Midi-Pyrenees,2014m10,-.5375573247671127
Midi-Pyrenees,2014m11,-1.17321103811264
Midi-Pyrenees,2014m12,-1.651119494438171
Midi-Pyrenees,2015m1,-.3938681155443192
Midi-Pyrenees,2015m2,.1390186935663223
Midi-Pyrenees,2015m3,.1293221443891525
Midi-Pyrenees,2015m4,.0303930163383484
Midi-Pyrenees,2015m5,.1162183403968811
Midi-Pyrenees,2015m6,.4789418786764145
Midi-Pyrenees,2015m7,.6879236243665219
Midi-Pyrenees,2015m8,.558873787522316
Midi-Pyrenees,2015m9,-.3123464435338974
Midi-Pyrenees,2015m10,-.4694806873798371
Midi-Pyrenees,2015m11,-1.390933132171631
Midi-Pyrenees,2015m12,-1.723861122131348
Midi-Pyrenees,2016m1,-.5913879990577697
Midi-Pyrenees,2016m2,-.1717167437076569
Midi-Pyrenees,2016m3,.0758005779236555
Midi-Pyrenees,2016m4,.0723905235528946
Midi-Pyrenees,2016m5,-.1425627261400223
Midi-Pyrenees,2016m6,
