date,cat_health_conditions
2008m1,.2687387
2008m2,.4068181
2008m3,.6213408
2008m4,.7214232
2008m5,.2615456
2008m6,-.4629603
2008m7,-.8913939
2008m8,-.8274974
2008m9,-.2408921
2008m10,.1976967
2008m11,.2510158
2008m12,.0867863
2009m1,.1680706
2009m2,.6956785
2009m3,1.04871
2009m4,.9012761
2009m5,.2948656
2009m6,-.2773961
2009m7,-.5530413
2009m8,-.3993658
2009m9,.4005065
2009m10,1.478606
2009m11,1.892208
2009m12,1.727647
2010m1,1.535474
2010m2,1.696829
2010m3,1.893392
2010m4,1.775963
2010m5,1.070528
2010m6,.2772255
2010m7,-.144918
2010m8,-.032398
2010m9,.6098888
2010m10,1.176833
2010m11,1.28718
2010m12,.7543111
2011m1,.2413665
2011m2,.2323845
2011m3,.3966119
2011m4,.4706873
2011m5,.0687802
2011m6,-.559425
2011m7,-1.090315
2011m8,-1.140198
2011m9,-.6467851
2011m10,-.1401206
2011m11,-.0072167
2011m12,-.0475546
2012m1,.1936306
2012m2,.5767282
2012m3,.6430248
2012m4,.3369606
2012m5,-.3732355
2012m6,-1.153714
2012m7,-1.515611
2012m8,-1.398628
2012m9,-.9360308
2012m10,-.4845224
2012m11,-.396608
2012m12,-.6357689
2013m1,-.5398687
2013m2,-.2658517
2013m3,-.114829
2013m4,-.137809
2013m5,-.514231
2013m6,-1.075686
2013m7,-1.298615
2013m8,-1.184229
2013m9,-.6446532
2013m10,-.1933255
2013m11,-.3143352
2013m12,-.6012759
2014m1,-.5658896
2014m2,-.2584432
2014m3,.0007012
2014m4,.0232441
2014m5,-.3614955
2014m6,-.900784
2014m7,-1.175264
2014m8,-1.063784
2014m9,-.5712476
2014m10,-.1053354
2014m11,-.0432584
2014m12,-.1601965
2015m1,-.0067395
2015m2,.3311289
2015m3,.4887883
2015m4,.3539189
2015m5,-.1352004
2015m6,-.7190241
2015m7,-1.135608
2015m8,-1.133147
2015m9,-.5661917
2015m10,.0170502
2015m11,.1872098
2015m12,.0532687
2016m1,.0832833
2016m2,.3795336
2016m3,.6392241
2016m4,.9238288
