date,cat_healthy_habits
2008m1,.0976411
2008m2,-.5066037
2008m3,-.7937464
2008m4,-1.084996
2008m5,-1.483319
2008m6,-1.656548
2008m7,-1.791494
2008m8,-1.828819
2008m9,-1.838925
2008m10,-1.721691
2008m11,-1.600949
2008m12,-1.282021
2009m1,-.4905375
2009m2,.1519819
2009m3,.1096387
2009m4,-.1507469
2009m5,-.5752739
2009m6,-.731659
2009m7,-.7023066
2009m8,-.7356292
2009m9,-.6576841
2009m10,-.3064859
2009m11,.3059396
2009m12,.905591
2010m1,1.765866
2010m2,2.021478
2010m3,1.814264
2010m4,1.627258
2010m5,1.388372
2010m6,1.130151
2010m7,.7717167
2010m8,.3730347
2010m9,.0670266
2010m10,-.1721163
2010m11,.0574402
2010m12,.4824142
2011m1,.9270224
2011m2,.7761893
2011m3,.4992581
2011m4,.2262787
2011m5,.030171
2011m6,-.0981609
2011m7,-.334607
2011m8,-.5630889
2011m9,-.6823485
2011m10,-.6812308
2011m11,-.4197968
2011m12,.0543169
2012m1,.7187482
2012m2,.9395914
2012m3,.894744
2012m4,.6946067
2012m5,.4929883
2012m6,.2740514
2012m7,-.033458
2012m8,-.4581853
2012m9,-.7546061
2012m10,-.7611938
2012m11,-.6228405
2012m12,-.2349781
2013m1,.6749754
2013m2,1.011909
2013m3,1.112372
2013m4,.9679716
2013m5,.5738299
2013m6,.1945442
2013m7,-.0184766
2013m8,-.2425664
2013m9,-.4091716
2013m10,-.4141884
2013m11,-.3756085
2013m12,-.1639426
2014m1,.4400279
2014m2,.874384
2014m3,.870363
2014m4,.6838658
2014m5,.353184
2014m6,.014074
2014m7,-.4024678
2014m8,-.7784346
2014m9,-.9622906
2014m10,-.9070534
2014m11,-.5724514
2014m12,-.1738824
2015m1,.3704988
2015m2,.6300997
2015m3,.637175
2015m4,.4417813
2015m5,.1620107
2015m6,-.0313997
2015m7,-.1869547
2015m8,-.3430687
2015m9,-.4936148
2015m10,-.6345679
2015m11,-.5163864
2015m12,-.1474397
2016m1,.5174431
2016m2,.8206965
2016m3,1.091038
2016m4,1.489987
