region,date,islam
Champagne-Ardenne,2013m1,.91495627
Champagne-Ardenne,2013m2,-.18965679
Champagne-Ardenne,2013m3,-.0065597864
Champagne-Ardenne,2013m4,-.18484356
Champagne-Ardenne,2013m5,-.38804391
Champagne-Ardenne,2013m6,-.13024926
Champagne-Ardenne,2013m7,.7558471
Champagne-Ardenne,2013m8,.50409329
Champagne-Ardenne,2013m9,-.18410884
Champagne-Ardenne,2013m10,-.30062503
Champagne-Ardenne,2013m11,-.58367807
Champagne-Ardenne,2013m12,.049347483
Champagne-Ardenne,2014m1,.30013862
Champagne-Ardenne,2014m2,-.79399747
Champagne-Ardenne,2014m3,-1.0738665
Champagne-Ardenne,2014m4,.44227457
Champagne-Ardenne,2014m5,.041905925
Champagne-Ardenne,2014m6,.79973954
Champagne-Ardenne,2014m7,.56476301
Champagne-Ardenne,2014m8,.08490777
Champagne-Ardenne,2014m9,-.46572223
Champagne-Ardenne,2014m10,-.34760004
Champagne-Ardenne,2014m11,-.24898008
Champagne-Ardenne,2014m12,.93063259
Champagne-Ardenne,2015m1,2.8270941
Champagne-Ardenne,2015m2,-.02077176
Champagne-Ardenne,2015m3,-.30603087
Champagne-Ardenne,2015m4,-.45319399
Champagne-Ardenne,2015m5,-.4602586
Champagne-Ardenne,2015m6,-.056305774
Champagne-Ardenne,2015m7,.34785062
Champagne-Ardenne,2015m8,-.25480849
Champagne-Ardenne,2015m9,.69616795
Champagne-Ardenne,2015m10,-.45579788
Champagne-Ardenne,2015m11,.8475185
Champagne-Ardenne,2015m12,.74801797
Champagne-Ardenne,2016m1,-.46791786
Champagne-Ardenne,2016m2,-1.0233684
Champagne-Ardenne,2016m3,-.048047055
Champagne-Ardenne,2016m4,-.68630826
Champagne-Ardenne,2016m5,-.71177602
Champagne-Ardenne,2016m6,-.60439521
Champagne-Ardenne,2016m7,-.10018773
Champagne-Ardenne,2016m8,-.13614109
Champagne-Ardenne,2016m9,.6355679
Champagne-Ardenne,2016m10,.10061175
Champagne-Ardenne,2016m11,-.4562448
Champagne-Ardenne,2016m12,.56697237
Champagne-Ardenne,2017m1,.34896573
Champagne-Ardenne,2017m2,-.52263111
Champagne-Ardenne,2017m3,-.37620819
